Stations_ID; Mess_Datum_Beginn; Mess_Datum_Ende; Qualitaets_Niveau; Art; LUFTTEMPERATUR_MAXIMUM;LUFTTEMPERATUR;LUFTTEMPERATUR_MINIMUM;WINDSTAERKE;BEDECKUNGSGRAD; SONNENSCHEINDAUER; NIEDERSCHLAGSHOEHE; max(LUFTTEMPERATUR_MAXIMUM);min(LUFTTEMPERATUR_MINIMUM);max(WINDSPITZE_MAXIMUM); max(NIEDERSCHLAGSHOEHE);eor
  1346;19810401;19810430;  10;   1;    5.7;   2.8;    0.1;    3.70;  5.04; 174.7;    41.4;  12.1; -10.00;  24.0;   13.3;eor
  1346;19810501;19810531;  10;   1;    8.5;   5.5;    2.8;    3.50;  6.16; 137.8;   207.6;  18.3;  -5.20;  26.9;   37.8;eor
  1346;19810601;19810630;  10;   1;   11.7;   8.4;    5.5;    3.40;  5.92; 160.9;   149.6;  19.0;  -0.60;  31.9;   45.5;eor
  1346;19810701;19810731;  10;   1;   12.4;   9.8;    7.0;    3.50;  6.16; 139.3;   234.8;  20.8;   1.50;  25.3;   39.8;eor
  1346;19810801;19810831;  10;   1;   14.1;  11.0;    8.6;    3.70;  5.04; 227.7;    84.9;  20.3;   3.20;  27.7;   34.7;eor
  1346;19810901;19810930;  10;   1;   11.3;   8.5;    6.3;    4.00;  5.92; 121.7;   145.9;  17.0;   1.40;  27.1;   29.5;eor
  1346;19811001;19811031;  10;   1;    5.6;   2.9;    0.4;    5.40;  7.12;  50.5;   445.0;  15.3;  -5.70;  40.2;   69.5;eor
  1346;19811101;19811130;  10;   1;    1.9;  -0.5;   -3.1;    5.00;  5.68; 100.0;   183.7;  13.7; -10.30;  40.2;   43.7;eor
  1346;19811201;19811231;  10;   1;   -2.0;  -4.7;   -7.1;    5.10;  7.20;  38.7;   404.1;   4.0; -14.90;  53.4;   57.6;eor
  1346;19820101;19820131;  10;   1;    0.9;  -1.4;   -3.7;    4.10;  6.00;  80.9;   285.1;   8.0; -16.70;  41.5;   67.7;eor
  1346;19820201;19820228;  10;   1;    0.2;  -2.1;   -5.0;    3.00;  4.72; 141.9;    31.9;   7.1; -12.70;  22.7;    6.9;eor
  1346;19820301;19820331;  10;   1;   -0.1;  -2.6;   -4.5;    4.50;  6.24; 105.1;    91.4;   8.7;  -9.90;  46.2;    9.6;eor
  1346;19820401;19820430;  10;   1;    2.4;  -0.4;   -2.9;    4.10;  4.96; 186.8;    58.5;  11.5;  -8.30;  37.0;   17.5;eor
  1346;19820501;19820531;  10;   1;    8.9;   5.9;    3.2;    3.50;  4.64; 213.6;   108.3;  16.5;  -5.10;  30.3;   21.1;eor
  1346;19820601;19820630;  10;   1;   12.6;  10.0;    7.6;    3.40;  6.08; 160.0;   216.1;  18.6;   1.30;  27.9;   43.6;eor
  1346;19820701;19820731;  10;   1;   15.9;  12.9;   10.2;    3.00;  5.12; 224.8;   218.9;  23.2;   5.30;  23.6;   59.5;eor
  1346;19820801;19820831;  10;   1;   12.9;  10.2;    8.1;    3.30;  5.84; 153.8;   176.8;  19.0;   2.80;  23.9;   30.7;eor
  1346;19820901;19820930;  10;   1;   14.0;  11.0;    8.6;    3.10;  4.08; 193.0;    66.7;  20.3;   2.00;  26.6;   19.6;eor
  1346;19821001;19821031;  10;   1;    6.5;   4.4;    2.6;    3.90;  6.24;  85.5;   300.7;  13.6;  -2.50;  38.5;   73.4;eor
  1346;19821101;19821130;  10;   1;    4.3;   2.0;    0.0;    5.10;  5.92;  97.4;   127.6;  12.4;  -6.60;  32.2;   18.6;eor
  1346;19821201;19821231;  10;   1;    0.6;  -1.4;   -3.8;    5.20;  6.32;  60.8;   327.6;   6.7;  -9.40;  47.1;   42.3;eor
  1346;19830101;19830131;  10;   1;    1.6;  -0.8;   -2.8;    5.70;  6.40;  63.8;   227.8;   8.6;  -9.50;  38.3;   34.4;eor
  1346;19830201;19830228;  10;   1;   -3.5;  -6.2;   -8.6;    5.00;  5.28; 100.5;    75.4;   2.7; -13.80;  42.5;   14.5;eor
  1346;19830301;19830331;  10;   1;    1.8;  -0.6;   -2.6;    4.10;  5.92; 124.9;    79.6;   9.0;  -8.40;  38.9;   10.7;eor
  1346;19830401;19830430;  10;   1;    4.7;   2.1;   -0.8;    4.50;  6.72;  94.6;   158.2;  13.4;  -7.30;  44.9;   21.5;eor
  1346;19830501;19830531;  10;   1;    6.2;   3.4;    1.0;    4.20;  6.80;  99.1;   224.6;  15.8;  -2.50;  28.0;   36.4;eor
  1346;19830601;19830630;  10;   1;   13.0;  10.1;    7.6;    3.20;  6.24; 182.6;    78.9;  20.7;   0.40;  25.4;   17.6;eor
  1346;19830701;19830731;  10;   1;   19.5;  16.4;   13.0;    3.20;  3.84; 318.4;    52.0;  27.4;   4.70;  25.8;   17.1;eor
  1346;19830801;19830831;  10;   1;   14.9;  11.9;    9.5;    3.60;  5.12; 195.2;    75.2;  25.1;   3.10;  22.0;   28.0;eor
  1346;19830901;19830930;  10;   1;   11.9;   9.0;    6.1;    4.60;  5.28; 154.6;   163.9;  19.3;   1.50;  37.0;   43.5;eor
  1346;19831001;19831031;  10;   1;    7.9;   4.9;    2.5;    4.20;  5.04; 145.8;   141.0;  17.7;  -5.10;  33.0;   28.6;eor
  1346;19831101;19831130;  10;   1;    4.7;   2.0;   -0.6;    4.30;  3.84; 168.9;   223.0;  12.3; -10.90;  50.0;   87.6;eor
  1346;19831201;19831231;  10;   1;    2.2;  -0.7;   -3.6;    5.00;  5.36;  99.6;   160.6;  11.6; -13.70;  37.1;   57.6;eor
  1346;19840101;19840131;  10;   1;   -2.1;  -4.4;   -6.3;    6.00;  7.36;  23.1;   275.3;   5.4; -10.60;  47.0;   33.7;eor
  1346;19840201;19840229;  10;   1;   -4.4;  -6.5;   -8.4;    5.70;  5.92;  92.6;   196.0;   0.2; -14.10;  44.0;   37.3;eor
  1346;19840301;19840331;  10;   1;   -0.7;  -3.5;   -5.3;    4.30;  4.72; 171.6;    50.8;   4.4; -11.70;  32.9;   12.3;eor
  1346;19840401;19840430;  10;   1;    3.3;   0.4;   -2.1;    3.90;  5.12; 189.6;    47.9;  13.6;  -8.30;  23.4;   11.2;eor
  1346;19840501;19840531;  10;   1;    5.1;   2.6;    0.4;    4.00;  6.80;  92.5;   165.8;  10.3;  -4.60;  25.8;   33.1;eor
  1346;19840601;19840630;  10;   1;   10.9;   7.7;    5.1;    3.80;  5.12; 217.2;    95.2;  17.6;  -0.10;  25.2;   22.2;eor
  1346;19840701;19840731;  10;   1;   14.3;  11.1;    8.1;    3.60;  5.28; 250.5;   134.3;  25.7;   0.70;  28.8;   29.1;eor
  1346;19840801;19840831;  10;   1;   13.6;  11.0;    9.2;    3.70;  4.88; 203.3;   135.8;  20.5;   6.40;  21.0;   45.2;eor
  1346;19840901;19840930;  10;   1;    8.5;   6.1;    4.2;    4.80;  6.72;  84.9;   285.3;  18.7;  -1.00;  37.0;   48.7;eor
  1346;19841001;19841031;  10;   1;    8.2;   5.8;    3.7;    4.60;  5.12; 139.1;   145.6;  13.7;  -0.50;  31.6;   47.7;eor
  1346;19841101;19841130;  10;   1;    7.3;   4.9;    2.9;    4.20;  5.68; 102.0;   140.5;  15.3;  -4.50;  50.0;   52.7;eor
  1346;19841201;19841231;  10;   1;    1.5;  -0.9;   -3.1;    3.70;  5.68;  87.4;    84.7;  11.3; -13.80;  35.1;   17.5;eor
  1346;19850101;19850131;  10;   1;   -5.9;  -8.5;  -11.1;    4.80;  6.32;  70.0;   207.6;   2.2; -21.50;  30.8;   53.0;eor
  1346;19850201;19850228;  10;   1;   -0.7;  -3.7;   -6.5;    5.40;  5.04; 123.9;    89.4;   7.4; -17.40;  32.1;   20.9;eor
  1346;19850301;19850331;  10;   1;   -1.4;  -3.7;   -5.4;    5.00;  6.80;  78.1;   136.9;   5.5; -10.90;  35.2;   16.5;eor
  1346;19850401;19850430;  10;   1;    4.3;   1.3;   -1.4;    5.10;  6.08; 143.0;   214.4;  12.6;  -8.60;  40.4;   29.1;eor
  1346;19850501;19850531;  10;   1;    8.3;   5.9;    3.4;    3.70;  6.40; 123.0;   207.0;  16.8;  -4.60;  28.0;   25.0;eor
  1346;19850601;19850630;  10;   1;    9.6;   6.5;    4.1;    4.40;  6.48; 145.9;   190.2;  17.3;  -1.50;  31.2;   29.9;eor
  1346;19850701;19850731;  10;   1;   15.4;  12.2;    9.5;    3.60;  4.72; 234.5;    98.8;  23.0;   4.80;  29.5;   28.0;eor
  1346;19850801;19850831;  10;   1;   14.4;  10.8;    7.9;    4.10;  4.80; 237.1;    99.6;  22.7;   2.20;  33.1;   24.2;eor
  1346;19850901;19850930;  10;   1;   13.8;  10.8;    8.3;    3.60;  3.60; 231.4;    94.4;  19.0;   0.30;  34.7;   54.9;eor
  1346;19851001;19851031;  10;   1;   10.3;   7.1;    4.6;    4.20;  3.68; 223.5;    16.8;  18.2;  -2.50;  30.2;    4.7;eor
  1346;19851101;19851130;  10;   1;   -1.6;  -4.5;   -6.8;    4.90;  6.64;  59.6;   227.3;  10.6; -13.20;  41.7;   56.6;eor
  1346;19851201;19851231;  10;   1;    2.7;   0.2;   -2.2;    5.50;  6.16;  67.6;    72.6;  12.1; -12.60;  35.0;   19.9;eor
  1346;19860101;19860131;  10;   1;   -2.6;  -4.7;   -6.9;    6.30;  7.44;  21.3;   283.9;   3.5; -13.50;  45.3;   30.0;eor
  1346;19860201;19860228;  10;   1;   -5.3;  -8.4;  -11.0;    4.30;  5.20; 117.1;    43.1;   2.7; -22.20;  28.0;   15.3;eor
  1346;19860301;19860331;  10;   1;    1.5;  -1.5;   -3.9;    4.50;  5.84;  99.3;    84.8;   6.9;  -9.10;  52.7;   15.9;eor
  1346;19860401;19860430;  10;   1;    2.3;  -0.4;   -2.9;    4.40;  7.20;  59.0;   162.7;  10.3; -13.70;  29.1;   21.4;eor
  1346;19860501;19860531;  10;   1;   10.8;   7.6;    5.0;    3.80;  6.16; 147.3;   175.5;  19.0;  -1.40;  22.4;   25.8;eor
  1346;19860601;19860630;  10;   1;   12.6;   9.6;    6.9;    3.70;  5.28; 195.9;   176.3;  21.0;  -2.20;  31.4;   30.6;eor
  1346;19860701;19860731;  10;   1;   14.1;  10.8;    8.3;    3.70;  4.88; 229.4;   126.7;  20.4;   1.70;  26.3;   55.1;eor
  1346;19860801;19860831;  10;   1;   14.1;  10.6;    7.9;    3.80;  5.44; 188.9;   248.4;  24.6;   0.40;  31.4;   36.0;eor
  1346;19860901;19860930;  10;   1;   11.6;   8.5;    6.0;    4.30;  5.04; 197.4;    82.7;  16.9;   0.20;  34.5;   22.5;eor
  1346;19861001;19861031;  10;   1;    9.8;   7.0;    4.6;    4.00;  5.04; 161.2;   233.0;  19.0;  -3.40;  46.9;   87.9;eor
  1346;19861101;19861130;  10;   1;    4.9;   2.1;   -0.4;    4.70;  5.12; 126.9;   148.9;  11.6;  -6.20;  35.5;   47.8;eor
  1346;19861201;19861231;  10;   1;    0.2;  -2.0;   -4.1;    5.20;  6.08;  65.5;   194.7;   8.6; -14.50;  50.0;   44.9;eor
  1346;19870101;19870131;  10;   1;   -3.0;  -6.6;  -10.0;    4.80;  4.88; 118.6;   129.5;   5.2; -25.70;  46.4;   50.7;eor
  1346;19870201;19870228;  10;   1;   -0.7;  -3.1;   -5.0;    4.10;  6.88;  57.7;   123.9;   7.2; -11.00;  30.4;   23.1;eor
  1346;19870301;19870331;  10;   1;   -2.9;  -5.4;   -7.6;    5.00;  5.60; 116.8;   195.8;   3.9; -13.60;  39.1;   23.1;eor
  1346;19870401;19870430;  10;   1;    6.6;   3.3;    0.7;    3.90;  4.88; 193.7;    90.0;  15.9;  -7.70;  28.8;   29.9;eor
  1346;19870501;19870531;  10;   1;    5.4;   2.7;    0.4;    4.10;  6.24; 132.2;   249.9;  13.5;  -5.00;  31.9;   34.5;eor
  1346;19870601;19870630;  10;   1;    9.7;   7.3;    5.0;    4.60;  6.96; 102.8;   326.3;  21.1;   0.00;  32.4;   46.1;eor
  1346;19870701;19870731;  10;   1;   13.9;  11.0;    8.8;    4.00;  6.00; 184.7;   162.6;  20.5;   1.20;  31.4;   35.2;eor
  1346;19870801;19870831;  10;   1;   13.6;  10.8;    8.3;    3.90;  5.36; 176.4;   163.8;  22.5;   1.40;  28.3;   35.2;eor
  1346;19870901;19870930;  10;   1;   13.5;  10.9;    8.8;    4.50;  5.20; 163.9;   135.1;  21.4;  -2.10;  30.4;   41.6;eor
  1346;19871001;19871031;  10;   1;   10.2;   7.2;    4.5;    3.90;  6.16;  95.4;   139.5;  18.3;  -2.60;  40.2;   26.3;eor
  1346;19871101;19871130;  10;   1;    2.5;   0.4;   -1.1;    4.90;  6.40;  57.8;   181.6;  14.2;  -6.60;  31.4;   30.8;eor
  1346;19871201;19871231;  10;   1;    3.5;   1.1;   -1.4;    5.00;  5.44;  93.7;   149.5;   9.9; -13.20;  33.5;   47.4;eor
  1346;19880101;19880131;  10;   1;    2.0;  -0.7;   -2.9;    5.40;  6.24;  59.5;   251.4;   6.4;  -7.90;  45.3;   27.8;eor
  1346;19880201;19880229;  10;   1;   -1.4;  -3.8;   -6.0;    5.50;  6.40;  60.7;   241.9;   9.2; -10.10;  41.2;   23.4;eor
  1346;19880301;19880331;  10;   1;   -1.7;  -3.5;   -5.2;    5.40;  7.60;  20.9;   370.2;   4.7; -11.50;  54.0;   47.5;eor
  1346;19880401;19880430;  10;   1;    5.4;   2.7;    0.3;    3.50;  5.36; 176.6;    54.3;  12.6;  -6.30;  20.6;   10.0;eor
  1346;19880501;19880531;  10;   1;   10.1;   7.3;    4.9;    3.70;  5.84; 149.4;   143.9;  19.0;  -1.70;  25.8;   21.9;eor
  1346;19880601;19880630;  10;   1;   11.3;   8.6;    6.2;    3.30;  6.00; 170.0;   121.7;  16.9;   0.80;  21.1;   24.6;eor
  1346;19880701;19880731;  10;   1;   14.2;  10.7;    7.7;    4.10;  5.36; 232.8;   146.5;  22.4;   3.20;  34.0;   23.1;eor
  1346;19880801;19880831;  10;   1;   14.7;  11.8;    9.1;    3.90;  4.80; 203.6;   191.8;  20.1;   2.90;  27.3;   32.0;eor
  1346;19880901;19880930;  10;   1;   10.1;   7.4;    5.2;    4.80;  5.92; 131.8;   169.7;  16.5;   0.30;  34.0;   35.3;eor
  1346;19881001;19881031;  10;   1;    9.8;   6.8;    4.2;    4.60;  5.60; 128.1;   229.0;  19.1;  -7.00;  39.1;   74.7;eor
  1346;19881101;19881130;  10;   1;    2.0;  -0.5;   -2.6;    4.30;  5.68; 107.1;   109.0;   9.9; -15.10;  29.4;   28.2;eor
  1346;19881201;19881231;  10;   1;    0.9;  -1.2;   -3.4;    4.40;  6.48;  58.9;   200.8;   8.0; -10.00;  47.4;   46.1;eor
  1346;19890101;19890131;  10;   1;    3.8;   1.2;   -1.2;    4.50;  3.20; 188.7;    48.5;  12.8;  -5.10;  31.9;   12.7;eor
  1346;19890201;19890228;  10;   1;    2.2;  -0.1;   -1.6;    4.50;  4.96;  99.7;   159.9;   9.5;  -7.10;  37.6;   21.8;eor
  1346;19890301;19890331;  10;   1;    4.8;   2.2;   -0.5;    4.50;  5.36; 148.1;   155.1;  14.5;  -6.40;  35.5;   28.3;eor
  1346;19890401;19890430;  10;   1;    2.8;   0.3;   -1.9;    3.90;  7.20;  59.5;   175.6;  11.0;  -5.60;  26.8;   32.2;eor
  1346;19890501;19890531;  10;   1;   11.3;   8.0;    5.2;    4.00;  3.76; 275.8;   127.8;  17.0;  -3.20;  27.3;   36.1;eor
  1346;19890601;19890630;  10;   1;   11.2;   8.0;    5.5;    3.70;  5.12; 201.6;    81.7;  18.4;  -1.00;  22.7;   21.3;eor
  1346;19890701;19890731;  10;   1;   14.5;  11.7;    9.4;    3.40;  5.60; 186.1;   207.2;  21.6;   4.10;  25.2;   55.6;eor
  1346;19890801;19890831;  10;   1;   14.0;  11.3;    8.7;    3.60;  5.04; 214.3;   131.9;  22.7;   1.90;  27.3;   32.5;eor
  1346;19890901;19890930;  10;   1;   10.7;   8.0;    6.0;    3.80;  5.20; 124.6;   104.4;  19.6;  -0.40;  27.3;   28.4;eor
  1346;19891001;19891031;  10;   1;    8.7;   6.4;    3.8;    4.10;  4.80; 140.2;   167.9;  17.2;  -2.20;  29.9;   39.3;eor
  1346;19891101;19891130;  10;   1;    4.4;   1.3;   -1.6;    4.10;  3.84; 154.9;    46.5;  10.1; -14.20;  34.5;   12.5;eor
  1346;19891201;19891231;  10;   1;    4.8;   1.6;   -1.1;    5.30;  4.00; 135.1;   182.1;  13.9;  -7.90;  49.4;   45.0;eor
  1346;19900101;19900131;  10;   1;    2.1;  -0.5;   -2.7;    4.50;  4.16; 139.2;    40.4;   7.5;  -6.80;  47.9;   14.3;eor
  1346;19900201;19900228;  10;   1;    4.7;   1.6;   -1.1;    6.00;  5.68; 102.1;   220.3;  11.6;  -7.20;  56.4;   70.3;eor
  1346;19900301;19900331;  10;   1;    4.5;   1.5;   -0.9;    4.60;  4.96; 162.4;    53.0;  13.6; -10.40;  29.4;   10.3;eor
  1346;19900401;19900430;  10;   1;    2.4;   0.0;   -2.1;    4.00;  6.32;  87.9;    80.3;  10.9;  -6.50;  26.8;   10.5;eor
  1346;19900501;19900531;  10;   1;   11.2;   7.9;    5.4;    3.60;  4.48; 238.1;    75.8;  14.8;  -0.70;  26.3;   22.1;eor
  1346;19900601;19900630;  10;   1;   11.2;   8.2;    5.7;    4.00;  6.24; 133.8;   253.1;  20.2;   0.20;  27.3;   28.4;eor
  1346;19900701;19900731;  10;   1;   14.7;  11.5;    8.6;    3.90;  4.48; 250.3;   126.0;  23.7;   2.60;  29.4;   53.6;eor
  1346;19900801;19900831;  10;   1;   16.0;  12.7;   10.0;    3.90;  4.40; 249.5;   119.3;  21.7;   3.90;  24.6;   27.0;eor
  1346;19900901;19900930;  10;   1;    9.3;   6.7;    4.2;    4.10;  6.00; 136.8;   183.0;  14.9;   0.30;  35.4;   76.8;eor
  1346;19901001;19901031;  10;   1;   10.4;   7.2;    4.6;    4.40;  5.36; 150.8;   180.6;  18.5;  -2.10;  43.7;   55.7;eor
  1346;19901101;19901130;  10;   1;    1.2;  -0.9;   -2.4;    5.10;  6.64;  60.9;   178.1;   9.0;  -9.20;  38.5;   41.7;eor
  1346;19901201;19901231;  10;   1;   -2.0;  -4.4;   -6.7;    5.20;  6.64;  63.8;   100.3;   5.7; -12.20;  37.0;   22.7;eor
  1346;19910101;19910131;  10;   1;    1.5;  -1.1;   -3.5;    5.10;  4.56; 122.2;    90.3;   7.5;  -7.60;  37.6;   22.9;eor
  1346;19910201;19910228;  10;   1;   -1.2;  -4.4;   -7.1;    3.60;  5.28; 115.5;    24.4;  12.5; -20.00;  36.0;    6.3;eor
  1346;19910301;19910331;  10;   1;    4.3;   1.9;    0.0;    3.80;  5.92; 112.6;    90.4;  10.2;  -8.90;  25.2;   28.9;eor
  1346;19910401;19910430;  10;   1;    2.9;   0.4;   -1.8;    3.60;  5.44; 160.0;    97.9;  10.0;  -9.70;  21.6;   51.5;eor
  1346;19910501;19910531;  10;   1;    5.2;   2.5;    0.1;    3.50;  5.68; 171.3;    89.1;  14.5;  -5.90;  20.5;   21.2;eor
  1346;19910601;19910630;  10;   1;   10.0;   6.9;    4.5;    4.50;  6.56; 155.7;   209.7;  17.9;  -0.30;  26.7;   34.5;eor
  1346;19910701;19910731;  10;   1;   16.2;  12.8;   10.2;    3.60;  4.56; 254.8;   122.7;  22.0;   4.00;  22.6;   25.5;eor
  1346;19910801;19910831;  10;   1;   16.8;  13.6;   11.3;    3.10;  3.60; 293.4;    20.0;  24.0;   6.30;  18.0;   10.8;eor
  1346;19910901;19910930;  10;   1;   13.5;  10.3;    8.1;    3.40;  4.96; 175.9;   153.4;  17.6;   0.70;  39.0;   37.3;eor
  1346;19911001;19911031;  10;   1;    6.9;   4.2;    2.0;    3.50;  5.44; 130.6;   110.1;  19.0;  -8.00;  34.0;   26.5;eor
  1346;19911101;19911130;  10;   1;    2.2;   0.2;   -2.0;    4.70;  6.00;  75.6;   201.7;   9.3;  -6.10;  36.5;   43.7;eor
  1346;19911201;19911231;  10;   1;    0.9;  -1.7;   -4.2;    4.50;  4.00; 121.8;   142.6;   8.9; -11.60;  38.6;   44.1;eor
  1346;19920101;19920131;  10;   1;    1.9;  -1.1;   -4.2;    4.50;  3.68; 160.1;    21.3;   7.7; -16.50;  27.3;    7.6;eor
  1346;19920201;19920229;  10;   1;    1.3;  -1.5;   -3.8;    4.50;  5.20; 100.2;    82.9;   7.5; -14.70;  27.8;   19.3;eor
  1346;19920301;19920331;  10;   1;    2.3;  -0.4;   -2.6;    4.30;  6.00; 100.0;   141.2;   9.6;  -7.20;  41.2;   41.5;eor
  1346;19920401;19920430;  10;   1;    4.1;   1.2;   -1.3;    4.50;  5.68; 150.9;    87.5;  14.2;  -8.60;  32.4;   29.3;eor
  1346;19920501;19920531;  10;   1;   11.1;   8.2;    5.5;    3.90;  4.72; 209.3;    78.2;  18.7;  -1.10;  29.3;   20.1;eor
  1346;19920601;19920630;  10;   1;   11.9;   8.9;    6.7;    3.80;  5.92; 139.0;   103.5;  18.0;   1.50;  19.5;   21.0;eor
  1346;19920701;19920731;  10;   1;   15.1;  12.2;    9.5;    3.20;  5.44; 200.0;   137.3;  22.7;   5.50;  20.1;   32.9;eor
  1346;19920801;19920831;  10;   1;   17.7;  14.1;   11.1;    4.10;  4.56; 246.2;    98.5;  24.7;   3.40;  27.3;   40.0;eor
  1346;19920901;19920930;  10;   1;   11.9;   8.9;    6.4;    3.70;  5.04; 157.2;    85.6;  20.4;  -0.10;  27.8;   20.1;eor
  1346;19921001;19921031;  10;   1;    3.6;   1.5;   -0.5;    4.60;  7.04;  45.1;   188.2;  11.0;  -6.60;  45.8;   46.9;eor
  1346;19921101;19921130;  10;   1;    5.5;   2.8;   -0.3;    5.30;  6.16;  78.1;   320.0;  18.1;  -7.30;  41.7;   53.2;eor
  1346;19921201;19921231;  10;   1;    2.5;   0.0;   -2.6;    4.70;  4.64; 104.3;    73.0;  10.1; -13.50;  34.0;   26.6;eor
  1346;19930101;19930131;  10;   1;    2.3;  -0.6;   -3.1;    5.70;  5.68;  68.9;   108.0;  11.2; -17.60;  42.2;   35.4;eor
  1346;19930201;19930228;  10;   1;    1.8;  -1.0;   -3.0;    3.40;  3.76; 164.5;    29.4;  10.7; -16.60;  35.0;   11.4;eor
  1346;19930301;19930331;  10;   1;    1.6;  -1.2;   -3.9;    3.60;  4.72; 160.1;    39.1;  10.1; -13.80;  25.7;   17.2;eor
  1346;19930401;19930430;  10;   1;    6.5;   3.8;    1.3;    3.80;  6.08; 151.8;    86.0;  16.4;  -5.00;  27.8;   15.1;eor
  1346;19930501;19930531;  10;   1;   10.6;   7.5;    4.9;    3.40;  6.00; 168.0;    96.8;  19.6;   0.70;  27.3;   20.4;eor
  1346;19930601;19930630;  10;   1;   12.7;   9.6;    7.0;    3.80;  5.60; 183.1;   188.4;  19.2;   1.60;  25.7;   34.5;eor
  1346;19930701;19930731;  10;   1;   13.0;   9.9;    7.4;    4.10;  5.68; 168.7;   199.1;  21.4;   0.40;  28.3;   32.7;eor
  1346;19930801;19930831;  10;   1;   14.0;  11.2;    8.7;    3.60;  4.72; 224.2;    99.2;  21.1;   2.60;  26.2;   30.4;eor
  1346;19930901;19930930;  10;   1;    9.8;   6.9;    4.7;    4.20;  6.48; 107.7;   182.2;  19.4;   0.00;  30.9;   29.7;eor
  1346;19931001;19931031;  10;   1;    6.9;   3.9;    1.5;    4.20;  6.00;  89.5;   124.0;  14.6;  -4.60;  30.9;   26.1;eor
  1346;19931101;19931130;  10;   1;    1.0;  -1.6;   -3.8;    4.00;  5.20; 118.9;    42.8;  12.2; -13.50;  38.1;   12.6;eor
  1346;19931201;19931231;  10;   1;    0.5;  -2.1;   -4.3;    6.30;  7.52;  14.8;   254.4;   8.4; -11.00;  46.8;   54.0;eor
  1346;19940101;19940131;  10;   1;    0.5;  -2.2;   -4.6;    5.10;  6.48;  67.0;   112.1;   6.1; -11.90;  49.4;   26.1;eor
  1346;19940201;19940228;  10;   1;   -0.6;  -2.5;   -4.8;    4.40;  6.64;  62.4;    72.8;  11.9; -14.20;  31.9;   13.7;eor
  1346;19940301;19940331;  10;   1;    4.4;   1.6;   -0.9;    5.40;  6.64;  86.0;   100.4;  12.0;  -6.00;  32.4;   21.7;eor
  1346;19940401;19940430;  10;   1;    2.7;   0.3;   -1.9;    3.90;  6.56;  80.5;   135.4;  15.0;  -7.20;  39.6;   21.1;eor
  1346;19940501;19940531;  10;   1;    9.4;   6.5;    3.9;    3.80;  5.84; 153.8;   223.6;  14.8;  -1.40;  31.4;   76.1;eor
  1346;19940601;19940630;  10;   1;   13.1;  10.0;    6.9;    3.90;  5.84; 193.0;   134.7;  20.0;  -0.60;  38.1;   36.5;eor
  1346;19940701;19940731;  10;   1;   17.9;  15.0;   12.6;    3.00;  4.64; 241.8;   165.4;  22.7;   5.90;  32.4;   54.9;eor
  1346;19940801;19940831;  10;   1;   15.7;  12.6;    9.9;    3.70;  4.96; 213.0;   107.9;  23.3;   4.60;  35.5;   22.1;eor
  1346;19940901;19940930;  10;   1;   10.2;   7.8;    5.4;    4.10;  6.56;  81.8;   235.7;  19.5;  -1.70;  28.8;   30.9;eor
  1346;19941001;19941031;  10;   1;    7.8;   5.5;    3.2;    4.20;  5.52; 143.9;   164.1;  15.2;  -4.30;  32.4;   21.0;eor
  1346;19941101;19941130;  10;   1;    7.0;   4.5;    2.4;    3.80;  6.40;  78.2;    54.1;  14.4;  -2.00;  30.4;   17.6;eor
  1346;19941201;19941231;  10;   1;    1.4;  -1.2;   -3.2;    5.20;  6.32;  69.2;   251.2;   8.6; -11.80;  37.6;   52.6;eor
  1346;19950101;19950131;  10;   1;   -1.9;  -4.4;   -7.3;    5.60;  6.48;  59.5;   174.9;   6.3; -15.90;  44.8;   48.4;eor
  1346;19950201;19950228;  10;   1;    1.6;  -1.0;   -3.2;    5.30;  6.96;  50.3;   128.0;   6.2;  -7.70;  41.7;   30.5;eor
  1346;19950301;19950331;  10;   1;   -0.5;  -3.0;   -5.3;    5.10;  5.52; 115.5;   129.8;  10.0; -10.60;  39.1;   30.0;eor
  1346;19950401;19950430;  10;   1;    4.9;   2.1;   -0.4;    4.00;  6.16; 126.5;    65.7;  11.8;  -6.90;  34.5;   13.6;eor
  1346;19950501;19950531;  10;   1;    8.9;   6.1;    3.8;    3.70;  5.60; 192.2;   236.3;  16.7;  -4.50;  31.9;   39.9;eor
  1346;19950601;19950630;  10;   1;    9.8;   7.3;    4.8;    3.70;  6.24; 147.6;   104.3;  19.7;   0.40;  25.7;   17.6;eor
  1346;19950701;19950731;  10;   1;   17.2;  14.0;   11.5;    3.40;  4.72; 257.0;   117.7;  23.2;   6.60;  25.7;   22.9;eor
  1346;19950801;19950831;  10;   1;   13.6;  11.2;    9.4;    3.60;  5.36; 173.9;   183.4;  21.5;   0.60;  24.2;   32.3;eor
  1346;19950901;19950930;  10;   1;    7.8;   5.5;    3.6;    4.10;  6.40;  82.0;   191.8;  13.6;  -1.80;  29.3;   38.8;eor
  1346;19951001;19951031;  10;   1;   11.6;   9.0;    7.0;    3.50;  4.96; 171.9;    44.2;  17.3;  -1.10;  19.0;    9.5;eor
  1346;19951101;19951130;  10;   1;    3.0;   0.4;   -2.0;    4.10;  5.60; 101.7;   146.7;  13.8; -10.70;  31.9;   58.2;eor
  1346;19951201;19951231;  10;   1;    0.0;  -2.5;   -4.7;    4.80;  5.92;  71.9;   146.0;   7.9; -13.90;  38.1;   44.6;eor
