Stations_ID; Mess_Datum_Beginn; Mess_Datum_Ende; Qualitaets_Niveau; Art; LUFTTEMPERATUR_MAXIMUM;LUFTTEMPERATUR;LUFTTEMPERATUR_MINIMUM;WINDSTAERKE;BEDECKUNGSGRAD; SONNENSCHEINDAUER; NIEDERSCHLAGSHOEHE; max(LUFTTEMPERATUR_MAXIMUM);min(LUFTTEMPERATUR_MINIMUM);max(WINDSPITZE_MAXIMUM); max(NIEDERSCHLAGSHOEHE);eor
  1346;19960101;19960131;  10;   1;    4.3;   1.6;   -0.7;    4.10;  4.16; 165.5;    10.3;   9.0;  -8.10;  30.4;    5.3;eor
  1346;19960201;19960229;  10;   1;   -3.1;  -5.6;   -7.6;    4.60;  6.32;  97.5;    44.1;   4.6; -16.70;  36.0;   11.8;eor
  1346;19960301;19960331;  10;   1;    0.1;  -3.1;   -5.4;    3.60;  5.52; 162.0;    34.5;  10.2; -15.50;  25.2;    9.4;eor
  1346;19960401;19960430;  10;   1;    5.5;   2.6;    0.4;    3.50;  5.36; 167.9;    35.0;  15.2;  -9.20;  22.1;   12.7;eor
  1346;19960501;19960531;  10;   1;    7.9;   5.2;    2.7;    4.00;  6.56; 134.2;   211.0;  18.8;  -2.10;  31.9;   43.2;eor
  1346;19960601;19960630;  10;   1;   13.0;   9.9;    7.2;    3.60;  5.28; 213.2;   111.6;  21.0;   0.20;  28.8;   24.4;eor
  1346;19960701;19960731;  10;   1;   13.0;  10.0;    7.5;    4.10;  5.04; 208.9;   191.1;  20.0;   0.90;  28.8;   63.3;eor
  1346;19960801;19960831;  10;   1;   12.9;  10.1;    8.0;    3.70;  5.60; 153.2;   150.8;  18.9;   3.50;  25.7;   22.1;eor
  1346;19960901;19960930;  10;   1;    6.9;   4.7;    2.5;    4.10;  5.68; 130.0;    71.4;  15.7;  -0.90;  28.3;   14.8;eor
  1346;19961001;19961031;  10;   1;    6.9;   4.4;    2.4;    4.30;  6.24; 117.5;   186.0;  16.0;  -4.00;  38.1;   34.3;eor
  1346;19961101;19961130;  10;   1;    2.8;  -0.3;   -2.7;    5.30;  7.20;  48.2;   187.5;  12.2;  -9.20;  37.6;   40.8;eor
  1346;19961201;19961231;  10;   1;    1.3;  -1.5;   -4.1;    4.50;  5.60; 114.1;    80.7;  10.1; -18.50;  29.3;   16.9;eor
  1346;19970101;19970131;  10;   1;    2.3;  -0.2;   -2.3;    3.90;  4.56; 140.3;    25.6;  10.8; -10.40;  25.2;   20.2;eor
  1346;19970201;19970228;  10;   1;    2.3;  -0.3;   -3.0;    5.60;  5.68; 117.6;   161.9;   7.5;  -7.40;  49.4;   69.5;eor
  1346;19970301;19970331;  10;   1;    4.2;   1.6;   -0.6;    4.50;  5.44; 150.1;    53.3;  12.3;  -6.30;  28.3;   13.2;eor
  1346;19970401;19970430;  10;   1;    3.8;   0.4;   -2.6;    4.40;  4.72; 220.2;   107.1;   9.5;  -8.40;  27.3;   26.8;eor
  1346;19970501;19970531;  10;   1;   10.0;   6.4;    3.5;    4.20;  5.36; 216.5;   102.8;  18.1;  -3.90;  33.4;   17.0;eor
  1346;19970601;19970630;  10;   1;   11.3;   8.5;    6.1;    4.00;  6.80; 106.8;   264.2;  19.8;  -2.10;  32.9;   79.0;eor
  1346;19970701;19970731;  10;   1;   13.1;  10.2;    7.9;    3.30;  5.84; 168.0;   168.7;  17.5;   4.00;  23.1;   22.1;eor
  1346;19970801;19970831;  10;   1;   16.9;  14.1;   11.7;    3.10;  4.56; 201.2;    70.8;  20.7;   3.80;  21.1;   28.9;eor
  1346;19970901;19970930;  10;   1;   13.7;  10.3;    7.9;    3.30;  3.60; 266.8;    64.4;  20.6;   1.50;  25.2;   26.4;eor
  1346;19971001;19971031;  10;   1;    7.4;   4.2;    1.6;    4.60;  4.80; 173.6;   135.9;  14.8; -11.10;  35.5;   52.2;eor
  1346;19971101;19971130;  10;   1;    4.7;   2.2;   -0.1;    4.30;  5.12; 105.7;    85.7;  13.6;  -5.00;  30.4;   13.8;eor
  1346;19971201;19971231;  10;   1;    0.6;  -1.8;   -4.0;    5.40;  6.96;  30.1;   216.2;   9.1; -12.30;  40.1;   99.4;eor
  1346;19980101;19980131;  10;   1;    0.7;  -1.8;   -3.8;    5.40;  5.76; 104.3;   141.3;  12.9; -11.40;  43.2;   20.1;eor
  1346;19980201;19980228;  10;   1;    4.3;   1.6;   -1.4;    4.60;  3.92; 181.5;    32.6;  10.9; -11.50;  29.8;   14.0;eor
  1346;19980301;19980331;  10;   1;    1.2;  -1.3;   -3.6;    4.50;  6.00; 120.0;    85.0;  13.5; -11.30;  40.6;   23.3;eor
  1346;19980401;19980430;  10;   1;    3.8;   0.9;   -1.3;    4.70;  6.80; 114.3;   154.1;  12.5;  -7.30;  31.9;   32.6;eor
  1346;19980501;19980531;  10;   1;   10.5;   7.5;    4.9;    3.70;  4.88; 237.1;    62.6;  19.7;  -2.40;  25.2;   21.0;eor
  1346;19980601;19980630;  10;   1;   13.5;  10.1;    7.2;    3.80;  5.92; 228.4;   140.7;  22.9;  -0.50;  21.6;   29.8;eor
  1346;19980701;19980731;  10;   1;   13.6;  10.6;    7.9;    4.40;  6.00; 179.2;   116.1;  24.3;   1.90;  28.8;   26.2;eor
  1346;19980801;19980831;  10;   1;   15.3;  12.1;    9.6;    3.40;  4.16; 261.5;   176.5;  25.0;   0.90;  34.5;   49.2;eor
  1346;19980901;19980930;  10;   1;   10.1;   7.3;    5.3;    4.90;  6.40; 109.7;   216.3;  17.2;  -1.40;  29.3;   31.6;eor
  1346;19981001;19981031;  10;   1;    5.4;   3.2;    1.2;    5.50;  6.96;  59.3;   205.4;  11.1;  -3.00;  50.4;   25.1;eor
  1346;19981101;19981130;  10;   1;   -1.6;  -3.7;   -5.6;    4.80;  6.24;  76.5;   121.3;   7.2; -15.00;  39.1;   19.1;eor
  1346;19981201;19981231;  10;   1;    0.8;  -1.9;   -4.4;    5.20;  5.76;  76.4;    37.9;  11.7; -10.90;  35.0;   13.8;eor
  1346;19990101;19990131;  10;   1;    0.9;  -1.5;   -3.5;    5.70;  5.84;  74.6;    91.3;   9.9; -15.40;  38.0;   23.1;eor
  1346;19990201;19990228;  10;   1;   -3.4;  -5.6;   -8.0;    5.50;  7.04;  52.8;   174.8;   7.9; -15.90;  37.0;   33.9;eor
  1346;19990301;19990331;  10;   1;    2.3;  -0.1;   -2.1;    4.70;  5.92; 123.9;   103.4;  11.4;  -7.90;  33.0;   18.6;eor
  1346;19990401;19990430;  10;   1;    4.3;   1.5;   -0.4;    4.50;  6.80; 113.2;   128.1;  12.7;  -6.80;  37.0;   30.4;eor
  1346;19990501;19990531;  10;   1;   11.3;   8.4;    5.9;    3.90;  6.00; 167.7;   169.9;  20.7;   0.90;  24.0;   32.9;eor
  1346;19990601;19990630;  10;   1;   11.2;   7.9;    5.3;    3.90;  5.76; 146.9;   198.6;  19.8;  -0.10;  24.0;   31.1;eor
  1346;19990701;19990731;  10;   1;   15.0;  12.0;    9.5;    4.30;  5.12; 220.9;   181.3;  22.3;   3.30;  29.0;   45.2;eor
  1346;19990801;19990831;  10;   1;   14.1;  11.4;    9.3;    4.00;  6.00; 154.1;   150.4;  22.1;   5.50;  30.0;   25.0;eor
  1346;19990901;19990930;  10;   1;   13.5;  10.8;    8.7;    4.40;  4.96; 167.3;   151.7;  19.5;   3.90;  32.0;   37.6;eor
  1346;19991001;19991031;  10;   1;    8.2;   5.0;    2.5;    4.60;  5.44; 150.8;   112.3;  16.2;  -4.20;  34.0;   42.5;eor
  1346;19991101;19991130;  10;   1;    1.0;  -1.5;   -3.5;    4.70;  5.60; 108.8;   102.1;  10.6; -12.70;  35.0;   44.4;eor
  1346;19991201;19991231;  10;   1;   -0.9;  -3.5;   -5.7;    6.40;  7.12;  39.8;   266.2;   5.5; -11.70;  59.0;   65.1;eor
  1346;20000101;20000131;  10;   1;   -1.5;  -3.6;   -5.5;    5.10;  5.28; 100.7;    73.7;   3.7; -15.90;  43.0;   18.3;eor
  1346;20000201;20000229;  10;   1;    1.0;  -1.7;   -4.0;    5.50;  6.48;  64.0;   160.5;   8.7;  -9.60;  37.0;   32.3;eor
  1346;20000301;20000331;  10;   1;    1.1;  -1.3;   -3.4;    4.90;  6.48;  95.6;    75.4;   7.5; -10.60;  35.0;   12.4;eor
  1346;20000401;20000430;  10;   1;    6.7;   3.5;    0.7;    4.10;  6.08; 142.6;    49.7;  15.5;  -7.50;  29.0;   11.3;eor
  1346;20000501;20000531;  10;   1;   11.3;   8.2;    5.7;    4.00;  5.60; 170.1;   220.6;  18.4;  -0.80;  44.0;  111.4;eor
  1346;20000601;20000630;  10;   1;   14.7;  11.3;    8.1;    3.40;  4.56; 254.0;    65.1;  21.6;   1.50;  21.0;   19.7;eor
  1346;20000701;20000731;  10;   1;   11.6;   8.7;    6.3;    4.30;  5.76; 132.3;   362.8;  20.6;   1.30;  36.0;   91.3;eor
  1346;20000801;20000831;  10;   1;   16.3;  13.1;   11.0;    3.70;  4.32; 223.3;   107.5;  23.2;   6.30;  27.0;   16.1;eor
  1346;20000901;20000930;  10;   1;   12.5;   9.5;    7.3;    4.00;  5.28; 169.6;   127.5;  18.0;   2.80;  30.0;   36.5;eor
  1346;20001001;20001031;  10;   1;    7.9;   5.1;    2.8;    4.60;  6.48;  77.1;   177.2;  16.3;  -1.50;  37.0;   43.8;eor
  1346;20001101;20001130;  10;   1;    2.5;   0.3;   -1.8;    5.50;  6.56;  50.1;   130.4;  14.0;  -5.50;  31.0;   14.8;eor
  1346;20001201;20001231;  10;   1;    3.2;   0.6;   -1.4;    5.00;  6.48;  74.6;    93.4;  10.5;  -9.50;  36.0;   22.5;eor
  1346;20010101;20010131;  10;   1;   -0.6;  -3.0;   -5.3;    5.40;  6.16;  77.4;   158.3;   5.7; -11.40;  36.0;   50.9;eor
  1346;20010201;20010228;  10;   1;   -0.1;  -2.6;   -5.0;    5.10;  6.00;  93.3;    80.2;   7.8; -12.60;  36.0;   31.5;eor
  1346;20010301;20010331;  10;   1;    3.1;   0.6;   -1.7;    5.50;  7.44;  40.1;   297.8;  10.2;  -8.20;  38.0;   46.5;eor
  1346;20010401;20010430;  10;   1;    2.2;  -0.4;   -2.6;    4.80;  7.04;  79.4;   165.0;  11.7;  -9.90;  28.3;   35.4;eor
  1346;20010501;20010531;  10;   1;   11.6;   8.6;    5.8;    4.40;  5.52; 220.6;   174.1;  17.9;  -0.60;  27.4;   61.5;eor
  1346;20010601;20010630;  10;   1;   10.9;   8.1;    5.4;    3.80;  5.52; 190.6;   218.3;  20.7;  -2.00;  24.6;   39.0;eor
  1346;20010701;20010731;  10;   1;   14.8;  11.9;    9.3;    4.10;  5.12; 210.9;   148.8;  20.9;   3.50;  29.7;   32.8;eor
  1346;20010801;20010831;  10;   1;   15.9;  13.0;   10.4;    3.80;  4.88; 215.3;   101.9;  23.2;   4.70;  26.7;   18.7;eor
  1346;20010901;20010930;  10;   1;    6.5;   4.7;    3.0;    4.60;  7.04;  52.2;   280.9;  13.5;  -0.90;  36.8;   49.8;eor
  1346;20011001;20011031;  10;   1;   11.9;   9.4;    6.5;    4.80;  4.96; 170.6;   115.7;  18.9;  -0.90;  26.9;   23.0;eor
  1346;20011101;20011130;  10;   1;    1.0;  -1.5;   -4.1;    5.30;  5.52; 110.3;   126.0;   9.5;  -9.60;  38.2;   36.0;eor
  1346;20011201;20011231;  10;   1;   -3.3;  -5.8;   -8.3;    6.10;  5.60;  98.1;    75.3;   4.1; -20.70;  37.1;   16.7;eor
  1346;20020101;20020131;  10;   1;    1.7;  -1.0;   -3.3;    5.10;  4.40; 139.0;    76.6;  11.4; -12.10;  41.6;   41.2;eor
  1346;20020201;20020228;  10;   1;    1.5;  -0.9;   -3.1;    6.20;  6.80;  59.1;   136.4;  12.2; -10.70;  42.6;   22.2;eor
  1346;20020301;20020331;  10;   1;    3.8;   1.1;   -1.5;    4.50;  5.20; 176.6;   152.3;  11.0;  -9.00;  37.0;   84.8;eor
  1346;20020401;20020430;  10;   1;    4.5;   1.8;   -1.0;    4.70;  5.52; 174.0;    63.6;  11.3;  -6.20;  33.5;   23.1;eor
  1346;20020501;20020531;  10;   1;    9.1;   6.0;    3.2;    3.70;  6.00; 168.6;   117.0;  18.9;  -2.20;  28.4;   18.8;eor
  1346;20020601;20020630;  10;   1;   15.3;  12.1;    9.1;    4.10;  5.12; 236.2;   129.8;  25.7;   2.10;  24.5;   48.4;eor
  1346;20020701;20020731;  10;   1;   13.8;  11.0;    8.3;    3.70;  5.44; 176.1;   171.5;  19.9;   2.90;  30.3;   42.0;eor
  1346;20020801;20020831;  10;   1;   13.7;  11.2;    9.1;    3.30;  5.76; 139.7;   155.8;  20.0;   5.80;  18.9;   39.0;eor
  1346;20020901;20020930;  10;   1;    9.1;   6.7;    4.6;    4.20;  5.60; 134.7;   111.9;  16.4;  -3.00;  24.4;   18.9;eor
  1346;20021001;20021031;  10;   1;    7.5;   4.8;    2.1;    5.00;  6.48;  95.8;   293.0;  13.5;  -2.90;  45.9;   36.0;eor
  1346;20021101;20021130;  10;   1;    4.2;   1.7;   -0.5;    5.00;  6.88;  42.4;   342.9;   9.3;  -4.60;  33.2;   59.2;eor
  1346;20021201;20021231;  10;   1;    1.7;  -0.3;   -2.0;    5.00;  6.56;  52.2;   136.8;   7.6;  -9.40;  34.4;   27.7;eor
  1346;20030101;20030131;  10;   1;   -2.7;  -5.0;   -7.5;    5.60;  6.16;  70.7;   164.7;   5.1; -17.20;  54.0;   32.6;eor
  1346;20030201;20030228;  10;   1;   -1.6;  -4.4;   -6.9;    4.50;  3.68; 182.7;    28.6;   7.2; -15.80;  34.0;    8.5;eor
  1346;20030301;20030331;  10;   1;    4.4;   1.6;   -1.1;    4.40;  4.24; 219.5;    35.9;   9.9;  -8.90;  27.3;    9.3;eor
  1346;20030401;20030430;  10;   1;    5.3;   2.2;   -0.8;    4.60;  5.12; 186.8;    98.0;  14.8; -11.80;  35.4;   31.7;eor
  1346;20030501;20030531;  10;   1;   10.6;   7.8;    4.9;    4.40;  6.48; 123.7;   172.5;  19.2;  -2.50;  30.0;   35.9;eor
  1346;20030601;20030630;  10;   1;   18.6;  15.5;   12.2;    3.30;  5.04; 247.9;    87.6;  24.5;   7.60;  31.9;   33.7;eor
  1346;20030701;20030731;  10;   1;   16.4;  13.1;   10.3;    3.70;  4.88; 237.4;   115.0;  25.3;   4.70;  27.3;   20.1;eor
  1346;20030801;20030831;  10;   1;   20.2;  17.2;   14.3;    3.40;  3.36; 283.3;    78.5;  26.3;   3.40;  30.7;   27.5;eor
  1346;20030901;20030930;  10;   1;   12.1;   9.1;    6.3;    3.90;  4.24; 213.6;    68.8;  21.4;   0.20;  28.7;   12.1;eor
  1346;20031001;20031031;  10;   1;    4.6;   1.7;   -1.0;    5.10;  5.52; 124.5;   193.0;  14.6; -10.20;  38.7;   31.8;eor
  1346;20031101;20031130;  10;   1;    6.1;   3.5;    0.9;    4.60;  5.28; 117.0;    68.3;  14.8;  -4.40;  31.3;   17.6;eor
  1346;20031201;20031231;  10;   1;    2.3;  -0.8;   -3.5;    5.50;  5.52;  96.4;    85.0;  11.0; -11.50;  35.3;   22.2;eor
  1346;20040101;20040131;  10;   1;   -2.3;  -4.5;   -6.6;    5.50;  7.20;  42.4;   178.8;   5.5; -12.20;  50.2;   47.4;eor
  1346;20040201;20040229;  10;   1;   -0.1;  -2.9;   -5.4;    4.90;  5.92; 116.5;    21.2;   9.5; -12.20;  39.2;    5.2;eor
  1346;20040301;20040331;  10;   1;    0.9;  -1.6;   -4.0;    4.60;  5.60; 129.7;    56.5;  13.9; -11.90;  38.1;   11.0;eor
  1346;20040401;20040430;  10;   1;    4.8;   2.3;   -0.3;    4.50;  6.08; 142.6;    54.7;  12.6;  -5.40;  27.0;   18.6;eor
  1346;20040501;20040531;  10;   1;    7.6;   4.8;    2.3;    3.70;  5.28; 185.4;   109.2;  16.7;  -2.70;  34.9;   27.6;eor
  1346;20040601;20040630;  10;   1;   12.1;   9.3;    6.6;    4.10;  5.68; 174.8;   112.4;  21.0;   2.50;  31.9;   40.0;eor
  1346;20040701;20040731;  10;   1;   14.1;  11.0;    8.2;    4.10;  5.44; 187.9;   111.9;  21.3;   2.30;  25.5;   25.8;eor
  1346;20040801;20040831;  10;   1;   14.6;  11.9;    9.5;    4.30;  6.00; 144.0;   319.2;  20.7;   3.70;  31.8;   54.2;eor
  1346;20040901;20040930;  10;   1;   11.3;   8.8;    6.5;    4.70;  5.04; 162.0;    75.5;  18.5;  -0.10;  34.1;   26.7;eor
  1346;20041001;20041031;  10;   1;    8.9;   6.5;    4.2;    5.00;  6.40;  79.9;   213.7;  17.1;  -2.20;  33.8;   34.3;eor
  1346;20041101;20041130;  10;   1;    2.1;  -0.6;   -2.8;    4.70;  6.64;  55.5;    52.8;  13.6;  -9.10;  40.4;    9.9;eor
  1346;20041201;20041231;  10;   1;    1.5;  -0.7;   -3.0;    5.20;  4.64; 108.3;    83.9;  12.6; -13.30;  42.1;   15.2;eor
  1346;20050101;20050131;  10;   1;   -1.1;  -3.7;   -5.9;    5.60;  5.92;  88.4;    99.8;   9.0; -16.30;  38.6;   19.2;eor
  1346;20050201;20050228;  10;   1;   -4.6;  -6.8;   -8.6;    4.60;  6.64;  53.6;   106.4;   3.3; -18.10;  39.1;   33.9;eor
  1346;20050301;20050331;  10;   1;    1.9;  -0.6;   -2.9;    4.10;  5.84; 138.9;    66.7;  12.6; -17.10;  36.6;   19.2;eor
  1346;20050401;20050430;  10;   1;    5.3;   2.8;    0.6;    4.20;  6.24; 108.2;   160.3;  16.0;  -7.70;  29.3;   27.5;eor
  1346;20050501;20050531;  10;   1;   10.2;   7.0;    4.2;    4.00;  5.68; 179.5;   186.0;  22.9;  -3.20;  29.4;   32.0;eor
  1346;20050601;20050630;  10;   1;   14.7;  11.5;    8.5;    3.90;  5.12; 235.4;    47.5;  23.5;  -1.00;  27.3;   10.6;eor
  1346;20050701;20050731;  10;   1;   14.0;  11.3;    8.9;    4.60;  5.60; 162.5;   145.6;  23.5;   2.90;  26.2;   22.6;eor
  1346;20050801;20050831;  10;   1;   12.3;   9.6;    7.5;    4.00;  5.28; 179.0;   141.4;  19.7;   2.60;  27.0;   33.4;eor
  1346;20050901;20050930;  10;   1;   12.0;   9.5;    7.5;    3.90;  5.12; 146.2;    93.2;  19.5;  -0.50;  32.1;   27.6;eor
  1346;20051001;20051031;  10;   1;   11.1;   8.7;    6.4;    4.30;  4.08; 180.5;   111.0;  17.4;  -0.30;  27.4;   30.2;eor
  1346;20051101;20051130;  10;   1;    2.1;  -0.3;   -2.2;    4.60;  5.76; 107.5;    51.8;  11.9; -12.90;  28.2;   16.0;eor
  1346;20051201;20051231;  10;   1;   -3.2;  -5.2;   -6.9;    5.30;  6.48;  58.5;    77.8;   4.4; -14.10;  35.6;   16.7;eor
  1346;20060101;20060131;  10;   1;   -0.5;  -2.8;   -5.0;    4.90;  4.08; 158.0;    26.5;   5.6; -10.70;  32.7;    8.3;eor
  1346;20060201;20060228;  10;   1;   -2.8;  -4.7;   -6.5;    4.90;  6.40;  79.9;    55.3;   6.4; -13.30;  34.9;   12.2;eor
  1346;20060301;20060331;  10;   1;   -0.8;  -3.2;   -5.7;    5.30;  6.40;  96.0;   231.6;  10.5; -15.60;  39.0;   48.2;eor
  1346;20060401;20060430;  10;   1;    4.2;   1.7;   -0.3;    4.20;  6.08; 123.4;    98.7;  12.6;  -7.80;  26.8;   14.6;eor
  1346;20060501;20060531;  10;   1;    9.1;   6.2;    3.4;    4.80;  6.56; 142.6;   225.6;  15.3;  -3.60;  37.4;   29.5;eor
  1346;20060601;20060630;  10;   1;   14.3;  11.2;    8.4;    3.90;  4.56; 241.1;    36.0;  22.1;  -2.60;  23.3;    9.7;eor
  1346;20060701;20060731;  10;   1;   19.9;  16.4;   13.2;    3.30;  3.68; 303.1;    71.4;  24.8;   9.10;  22.1;   23.7;eor
  1346;20060801;20060831;  10;   1;   10.0;   7.8;    5.7;    4.50;  6.80;  88.5;   365.7;  15.8;   1.90;  28.0;   45.3;eor
  1346;20060901;20060930;  10;   1;   15.2;  12.4;    9.7;    3.80;  5.36; 179.6;   248.8;  21.8;   4.00;  26.6;   66.0;eor
  1346;20061001;20061031;  10;   1;   11.3;   8.6;    6.0;    4.90;  5.44; 137.5;   186.0;  19.2;   1.90;  44.5;   59.4;eor
  1346;20061101;20061130;  10;   1;    6.3;   3.2;    0.4;    4.90;  5.92;  99.4;   101.3;  15.5;  -9.80;  30.3;   21.6;eor
  1346;20061201;20061231;  10;   1;    3.2;   0.6;   -1.7;    5.90;  4.56; 130.3;   111.9;  11.2;  -9.40;  37.8;   26.8;eor
  1346;20070101;20070131;  10;   1;    1.0;  -1.3;   -3.3;    6.20;  6.80;  48.9;   180.3;   9.6; -13.90;  46.0;   33.7;eor
  1346;20070201;20070228;  10;   1;    2.8;   0.2;   -2.1;    5.60;  5.68; 112.0;   127.4;  12.8;  -6.10;  37.7;   35.8;eor
  1346;20070301;20070331;  10;   1;    2.2;  -0.5;   -2.8;    4.50;  5.36; 133.5;    97.1;   9.4;  -7.50;  37.7;   14.1;eor
  1346;20070401;20070430;  10;   1;   11.5;   8.2;    5.1;    3.60;  2.80; 318.4;    24.3;  17.3;  -4.20;  27.8;   11.8;eor
  1346;20070501;20070531;  10;   1;   11.0;   7.9;    5.0;    4.60;  5.76; 176.8;   288.1;  20.0;  -1.20;  34.4;   57.3;eor
  1346;20070601;20070630;  10;   1;   13.2;  10.2;    7.7;    4.40;  6.32; 146.0;   259.7;  21.6;   2.80;  35.8;   32.2;eor
  1346;20070701;20070731;  10;   1;   13.5;  10.6;    7.7;    4.70;  5.68; 173.3;   240.7;  24.5;   1.50;  28.1;   31.6;eor
  1346;20070801;20070831;  10;   1;   13.9;  10.9;    8.5;    3.60;  5.52; 151.6;   143.4;  20.9;   4.80;  26.3;   41.4;eor
  1346;20070901;20070930;  10;   1;    9.2;   6.5;    4.2;    4.10;  5.44; 121.8;   125.8;  16.0;  -0.30;  27.7;   33.9;eor
  1346;20071001;20071031;  10;   1;    6.8;   4.2;    2.0;    4.50;  5.60; 138.5;    15.8;  16.8;  -6.40;  27.4;   11.2;eor
  1346;20071101;20071130;  10;   1;    1.5;  -1.1;   -3.3;    5.40;  6.40;  63.7;    96.5;  12.4; -10.90;  32.8;   15.6;eor
  1346;20071201;20071231;  10;   1;    0.4;  -1.8;   -3.8;    5.40;  5.28;  96.6;   169.1;   8.5; -11.90;  42.1;   41.9;eor
  1346;20080101;20080131;  10;   1;    2.6;  -0.4;   -2.8;    5.30;  6.24;  84.7;    83.8;  11.1;  -9.50;  37.3;   18.6;eor
  1346;20080201;20080229;  10;   1;    2.7;   0.0;   -2.7;    5.40;  3.84; 180.3;    63.5;  10.1; -10.80;  39.2;   18.5;eor
  1346;20080301;20080331;  10;   1;   -1.0;  -3.1;   -5.4;    5.60;  7.04;  67.2;   121.1;   9.3; -12.10;  44.9;   18.2;eor
  1346;20080401;20080430;  10;   1;    3.6;   0.9;   -1.4;    4.40;  6.72;  80.4;   177.6;  10.9; -11.10;  27.7;   40.6;eor
  1346;20080501;20080531;  10;   1;   11.7;   8.6;    5.7;    4.10;  5.04; 180.6;   138.5;  19.0;  -0.60;  29.3;   58.4;eor
  1346;20080601;20080630;  10;   1;   13.3;  10.4;    7.7;    3.50;  5.84; 143.7;   114.7;  20.7;   0.40;  21.7;   28.5;eor
  1346;20080701;20080731;  10;   1;   14.3;  11.3;    8.4;    3.90;  5.20; 186.6;   116.0;  22.0;   3.20;  25.8;   19.2;eor
  1346;20080801;20080831;  10;   1;   13.9;  11.1;    8.5;    4.10;  5.36; 178.3;   179.0;  20.2;   4.20;  27.6;   64.4;eor
  1346;20080901;20080930;  10;   1;    9.3;   6.3;    4.0;    4.70;  6.00; 130.1;   134.4;  17.7;  -1.70;  30.6;   39.1;eor
  1346;20081001;20081031;  10;   1;    7.3;   4.7;    2.7;    4.90;  6.16; 106.3;   169.7;  14.7;  -5.10;  32.1;   24.4;eor
  1346;20081101;20081130;  10;   1;    2.8;   0.4;   -1.9;    4.70;  5.92;  84.4;    39.9;  12.3; -10.30;  35.1;   13.0;eor
  1346;20081201;20081231;  10;   1;   -0.4;  -2.9;   -5.0;    5.20;  5.84;  84.8;    54.9;   6.7; -11.50;  33.1;    9.3;eor
  1346;20090101;20090131;  10;   1;   -1.6;  -4.3;   -6.8;    4.80;  4.16; 156.7;    36.6;   6.2; -12.70;  49.2;   19.1;eor
  1346;20090201;20090228;  10;   1;   -2.1;  -4.5;   -6.9;    4.20;  6.64;  74.9;    29.3;   8.1; -14.30;  45.6;    5.0;eor
  1346;20090301;20090331;  10;   1;   -0.3;  -2.5;   -4.3;    5.00;  6.64;  82.6;    50.6;   7.0; -10.00;  32.9;    9.0;eor
  1346;20090401;20090430;  10;   1;    8.0;   5.2;    2.6;    3.90;  5.20; 183.0;    22.2;  12.3;  -3.20;  24.7;    5.9;eor
  1346;20090501;20090531;  10;   1;   11.9;   8.6;    5.3;    4.30;  5.20; 205.0;   125.2;  22.3;  -0.70;  27.6;   16.9;eor
  1346;20090601;20090630;  10;   1;   11.5;   8.8;    6.4;    4.20;  5.92; 159.5;   131.8;  17.7;   1.30;  35.6;   26.7;eor
  1346;20090701;20090731;  10;   1;   14.6;  11.4;    8.5;    4.30;  5.60; 167.5;   169.8;  20.3;   3.80;  25.1;   35.4;eor
  1346;20090801;20090831;  10;   1;   16.8;  13.6;   10.8;    3.70;  4.08; 250.4;    24.3;  24.2;   4.80;  27.0;    7.7;eor
  1346;20090901;20090930;  10;   1;   12.1;   9.8;    7.6;    3.80;  4.80; 159.3;    69.8;  21.5;   1.50;  35.0;   25.2;eor
  1346;20091001;20091031;  10;   1;    6.9;   4.4;    2.1;    4.30;  5.92; 122.9;   103.6;  18.3;  -8.50;  30.5;   33.2;eor
  1346;20091101;20091130;  10;   1;    4.7;   2.3;    0.1;    5.70;  6.56;  49.7;   162.0;  13.3;  -3.90;  38.2;   29.6;eor
  1346;20091201;20091231;  10;   1;   -1.8;  -4.4;   -6.7;    5.40;  7.28;  29.6;   170.3;   6.3; -21.20;  36.5;   32.5;eor
  1346;20100101;20100131;  10;   1;   -3.8;  -6.3;   -8.4;    4.20;  5.84;  83.8;    32.2;   2.6; -13.10;  29.1;    5.4;eor
  1346;20100201;20100228;  10;   1;   -2.4;  -4.9;   -7.1;    5.30;  7.04;  49.8;    58.1;   5.3; -16.40;  38.4;   13.3;eor
  1346;20100301;20100331;  10;   1;    0.0;  -2.5;   -4.8;    5.20;  6.08; 117.5;    64.2;  10.2; -15.70;  31.2;   15.2;eor
  1346;20100401;20100430;  10;   1;    5.7;   3.0;    0.5;    4.00;  5.12; 186.5;    13.9;  16.0;  -5.60;  23.7;    2.7;eor
  1346;20100501;20100531;  10;   1;    6.2;   3.9;    2.0;    4.40;  6.88;  74.5;   179.7;  16.9;  -2.60;  31.0;   27.0;eor
  1346;20100601;20100630;   7;   1;   12.8;  10.2;    7.9;    3.80;  5.60; 154.0;    97.4;  21.6;   0.90;  27.8;   37.6;eor
  1346;20100701;20100731;   3;   1;   16.7;  13.6;   10.5;    3.40;  4.40; 238.0;    94.2;  24.9;   4.60;  26.6;   22.3;eor
  1346;20100801;20100831;   3;   1;   12.5;  10.0;    7.9;    4.50;  5.84; 127.2;   274.4;  20.4;   0.60;  34.7;   51.2;eor
  1346;20100901;20100930;   3;   1;    9.5;   6.9;    4.7;    3.50;  5.20; 152.6;   131.7;  16.1;  -1.20;  27.2;   38.3;eor
