decade, abiealba, piceabie, fagusilv, elevation, area
0, 22.8364, 21.6378, 17.0228, 961, 1.6875
0, 25.146, 16.7469, 20.2109, 962, 0.75
0, 20.8601, 18.9045, 21.1415, 963, 0.9375
0, 24.6491, 21.6907, 14.4134, 964, 1.1875
0, 23.7043, 20.0497, 16.2311, 965, 0.8125
0, 25.2346, 13.1033, 22.0657, 966, 0.8125
0, 23.3101, 19.7597, 17.2629, 967, 0.875
0, 25.6311, 20.0871, 17.6054, 968, 1.0625
0, 21.7329, 19.8139, 19.5974, 969, 1.125
0, 19.9824, 20.7041, 20.6718, 970, 0.875
0, 21.9528, 23.9603, 16.7079, 971, 1.5
0, 23.4843, 22.1231, 16.1966, 972, 1.3125
0, 18.6488, 24.9543, 17.9957, 973, 1.375
0, 20.9785, 22.6964, 19.5621, 974, 1
0, 22.1331, 25.8003, 15.8158, 975, 1.3125
0, 16.8631, 26.0438, 18.7638, 976, 1.0625
0, 23.2781, 20.272, 18.9965, 977, 0.875
0, 22.1371, 19.7122, 19.7167, 978, 1.25
0, 14.8592, 25.9532, 20.3181, 979, 0.9375
0, 20.6434, 25.9019, 15.1677, 980, 1
0, 22.5609, 17.7069, 22.2393, 981, 0.875
0, 21.721, 22.398, 18.5012, 982, 0.875
0, 19.7174, 24.3635, 17.1721, 983, 1.0625
0, 21.4848, 23.6316, 19.6696, 984, 0.75
0, 19.0547, 25.0413, 18.5137, 985, 1.25
0, 23.324, 25.5984, 13.4853, 986, 0.6875
0, 22.4514, 18.5719, 19.7396, 987, 0.8125
0, 24.1992, 20.6542, 17.2847, 988, 1
0, 20.6291, 24.3562, 18.378, 989, 0.9375
0, 25.5201, 21.4338, 16.5286, 990, 1.25
0, 14.2456, 23.3017, 16.7731, 991, 0.1875
1, 26.5883, 6.24159, 35.5043, 603, 0.125
1, 29.7983, 12.6239, 28.6831, 605, 0.25
1, 23.3593, 13.2002, 32.7396, 606, 0.0625
1, 16.5155, 17.2104, 30.7765, 607, 0.25
1, 24.0187, 11.5038, 32.5556, 608, 0.1875
1, 20.7457, 9.5389, 33.6083, 609, 0.0625
1, 31.351, 14.4361, 19.6216, 611, 0.1875
1, 13.2807, 18.8977, 39.4186, 613, 0.125
1, 14.8522, 14.2735, 35.1462, 615, 0.1875
1, 34.3838, 16.3339, 12.8311, 616, 0.3125
1, 24.687, 14.6315, 31.4097, 617, 0.1875
1, 34.3959, 17.3347, 14.1892, 618, 0.125
1, 27.7823, 16.4235, 24.5017, 619, 0.25
1, 24.4856, 14.4751, 33.9009, 620, 0.1875
1, 29.2349, 6.25486, 38.5281, 621, 0.125
1, 24.9457, 13.3042, 31.4573, 622, 0.3125
1, 26.8102, 12.283, 28.138, 623, 0.1875
1, 23.3037, 14.3255, 30.3739, 624, 0.375
1, 27.8499, 12.5547, 30.6715, 625, 0.1875
1, 24.8529, 10.9168, 31.3974, 626, 0.1875
1, 23.7654, 13.0554, 33.8255, 627, 0.125
1, 34.1451, 19.8063, 2.12671, 629, 0.0625
1, 14.9197, 28.7064, 27.1562, 630, 0.25
1, 27.104, 9.15052, 31.7516, 631, 0.1875
1, 26.3771, 10.3703, 34.6611, 632, 0.3125
1, 26.8421, 12.5766, 35.8566, 633, 0.125
1, 30.0361, 8.88088, 34.2606, 634, 0.1875
1, 12.6909, 17.5369, 33.8115, 635, 0.125
1, 26.1877, 12.7668, 38.578, 636, 0.0625
1, 27.4995, 14.5729, 21.3438, 637, 0.0625
1, 27.3247, 8.49479, 34.8789, 638, 0.0625
1, 26.8037, 14.724, 27.4916, 639, 0.0625
1, 24.8089, 15.4044, 30.161, 640, 0.5
1, 21.2041, 14.1089, 27.3398, 641, 0.0625
1, 1.13284, 20.6566, 57.5066, 643, 0.125
1, 27.9989, 12.798, 34.4624, 644, 0.0625
1, 33.8181, 17.613, 18.3821, 645, 0.125
1, 27.1491, 4.06096, 44.5345, 646, 0.0625
1, 22.3962, 7.03028, 47.9323, 647, 0.25
1, 23.2068, 8.34812, 37.9151, 648, 0.1875
1, 29.3065, 9.83504, 35.3085, 649, 0.25
1, 23.1094, 8.54081, 42.1209, 650, 0.375
1, 24.1121, 14.2768, 35.1904, 651, 0.125
1, 25.1571, 10.1658, 39.4286, 652, 0.1875
1, 29.8416, 3.43009, 46.3404, 653, 0.125
1, 25.5944, 11.7089, 38.9491, 654, 0.3125
