decade, abiealba, fagusilv, elevation, area
0, 32.5909, 33.3359, 745, 0.625
0, 37.8626, 26.7738, 746, 0.625
0, 31.2327, 29.4972, 747, 0.75
0, 29.0241, 28.4667, 748, 0.4375
0, 31.0184, 31.423, 749, 0.875
0, 24.7363, 30.5716, 750, 0.875
0, 25.086, 30.2137, 751, 0.625
0, 37.9853, 25.7694, 752, 1.125
0, 26.9768, 34.2944, 753, 0.75
0, 29.3921, 31.3417, 754, 0.5625
0, 25.99, 34.1567, 755, 0.6875
0, 35.2472, 25.4697, 756, 0.875
0, 32.3077, 18.7441, 757, 0.4375
0, 33.9751, 26.8584, 758, 0.625
0, 29.8746, 29.4117, 759, 0.8125
0, 27.993, 40.3549, 760, 0.6875
0, 32.6554, 24.7392, 761, 0.875
0, 21.9251, 32.3001, 762, 0.8125
0, 41.573, 13.4684, 763, 0.375
0, 29.7104, 30.3191, 764, 0.5
0, 32.0315, 31.3341, 765, 0.9375
0, 30.1142, 27.4201, 766, 0.625
0, 34.355, 23.4593, 767, 0.5625
0, 26.0103, 29.7833, 768, 0.75
0, 25.0657, 30.0498, 769, 0.4375
0, 41.2112, 22.5673, 770, 0.5
0, 31.5151, 26.4548, 771, 0.8125
0, 27.6924, 27.8145, 772, 0.5625
0, 26.9587, 30.1355, 773, 0.9375
0, 23.6209, 35.0345, 774, 0.75
0, 29.6351, 32.4474, 775, 0.5
0, 33.4878, 21.7132, 776, 0.4375
0, 36.0036, 21.3668, 777, 0.625
0, 27.8454, 26.731, 778, 0.5625
0, 25.4847, 28.3708, 779, 0.5625
0, 36.6607, 23.685, 780, 0.75
0, 32.6213, 27.7917, 781, 1.25
0, 32.0376, 30.8326, 782, 0.625
0, 28.9442, 24.3883, 783, 0.625
0, 26.482, 31.4873, 784, 1
0, 32.3517, 31.202, 785, 0.625
0, 34.8954, 23.7327, 786, 0.3125
0, 31.4186, 32.0652, 787, 0.8125
0, 31.7396, 25.8864, 788, 0.625
0, 25.8104, 34.3533, 789, 0.625
0, 32.0138, 31.4593, 790, 0.8125
0, 31.7271, 30.8853, 791, 0.6875
0, 33.4726, 28.6533, 792, 0.875
0, 27.5254, 30.6528, 793, 1.125
0, 26.7182, 34.8072, 794, 0.75
0, 26.6195, 36.2855, 795, 0.8125
0, 28.3444, 35.0506, 796, 0.6875
0, 24.4741, 25.7985, 797, 0.375
0, 35.0235, 25.1846, 798, 0.9375
0, 25.7853, 34.3812, 799, 0.5625
0, 28.5168, 32.4262, 800, 0.875
0, 33.1516, 26.6019, 801, 0.875
0, 39.5978, 25.117, 802, 0.375
0, 25.3439, 29.2424, 803, 0.625
0, 28.2216, 33.6142, 804, 0.75
0, 25.7268, 34.9107, 805, 0.5625
0, 30.7222, 31.9342, 806, 0.9375
0, 15.2703, 30.3109, 807, 0.8125
0, 26.7696, 39.011, 808, 0.625
0, 34.898, 26.1002, 809, 0.625
0, 29.6052, 29.3272, 810, 0.75
0, 19.5752, 34.9621, 811, 0.8125
0, 29.8381, 29.3903, 812, 0.4375
0, 33.9148, 26.8979, 813, 0.5625
0, 26.5019, 21.7926, 814, 0.875
0, 35.2996, 29.835, 815, 0.9375
0, 23.7805, 30.9802, 816, 0.6875
0, 21.704, 29.3069, 817, 0.625
0, 34.1062, 33.2247, 818, 0.4375
0, 32.3091, 27.7765, 819, 1
0, 32.8454, 28.4372, 820, 0.6875
0, 29.7831, 32.9729, 821, 0.75
0, 29.3538, 32.4194, 822, 0.8125
0, 28.803, 29.4286, 823, 0.5625
0, 20.9677, 36.3501, 824, 0.3125
0, 25.8608, 38.0843, 825, 0.8125
0, 31.7093, 31.7341, 826, 0.75
0, 23.1759, 34.2563, 827, 0.4375
0, 36.769, 28.615, 828, 1.0625
0, 29.0444, 32.0367, 829, 0.9375
0, 30.1099, 33.6046, 830, 0.6875
0, 34.8602, 26.5319, 831, 0.9375
0, 30.2162, 29.7813, 832, 0.5
0, 39.0821, 30.6865, 833, 0.5
0, 23.0217, 41.8406, 834, 0.5625
0, 28.3798, 30.6217, 835, 0.625
0, 32.467, 29.736, 836, 0.8125
0, 35.2522, 25.981, 837, 0.4375
0, 31.2739, 31.9162, 838, 0.625
0, 28.7431, 30.6996, 839, 0.8125
0, 29.8666, 37.0034, 840, 0.75
0, 28.1915, 32.5726, 841, 1
0, 38.6852, 28.6976, 842, 0.8125
0, 37.7692, 29.072, 843, 0.6875
0, 38.3655, 29.9143, 844, 0.625
0, 25.1779, 36.0426, 845, 0.75
0, 38.5154, 23.5159, 846, 0.5
0, 32.8745, 33.0491, 847, 0.625
0, 32.7825, 30.8487, 848, 0.8125
0, 30.323, 36.4086, 849, 0.75
0, 27.4762, 37.037, 850, 1.0625
0, 36.469, 24.6429, 851, 0.375
0, 35.0428, 25.0821, 852, 0.75
0, 33.4765, 26.432, 853, 0.5
0, 36.6435, 22.7711, 854, 0.75
0, 31.0761, 32.7142, 855, 0.6875
0, 41.031, 23.4463, 856, 0.75
0, 25.0927, 31.4791, 857, 1.0625
0, 31.061, 33.8454, 858, 0.625
0, 32.0544, 30.2388, 859, 0.5
0, 36.4923, 25.3113, 860, 0.75
0, 26.7015, 34.9536, 861, 0.875
0, 26.2261, 34.6349, 862, 1.25
0, 35.0991, 27.654, 863, 0.8125
0, 38.9124, 27.2418, 864, 0.6875
0, 29.073, 32.848, 865, 1.3125
0, 29.3846, 30.1728, 866, 0.875
0, 32.979, 26.5705, 867, 1.3125
0, 27.2417, 34.0713, 868, 1.0625
0, 32.915, 31.3646, 869, 0.8125
0, 26.0857, 29.7542, 870, 1
0, 33.8685, 20.6391, 871, 1.0625
0, 36.5017, 22.147, 872, 1.0625
0, 30.14, 22.0085, 873, 1.0625
0, 30.2365, 27.0006, 874, 1.3125
0, 27.6197, 28.757, 875, 1.0625
0, 31.0458, 26.6555, 876, 1.0625
0, 32.9783, 24.2681, 877, 0.875
0, 35.6752, 22.8971, 878, 0.9375
0, 26.4571, 21.2064, 879, 1.375
0, 31.3956, 26.5825, 880, 0.875
0, 38.4889, 20.6089, 881, 1
0, 24.9729, 28.8279, 882, 0.9375
0, 27.6422, 29.5134, 883, 1.125
0, 27.9553, 27.9594, 884, 1.0625
0, 34.9876, 20.934, 885, 1
0, 32.0011, 25.6981, 886, 1.25
0, 37.76, 20.212, 887, 0.9375
0, 34.857, 24.864, 888, 1.75
0, 29.3845, 28.1152, 889, 1.0625
0, 30.061, 23.6409, 890, 0.625
0, 26.0401, 29.8353, 891, 1
0, 31.9129, 23.4184, 892, 1.1875
0, 28.6778, 29.5817, 893, 1.375
0, 37.0169, 21.3586, 894, 1.5625
0, 31.9173, 21.2157, 895, 0.875
0, 33.409, 25.9523, 896, 0.9375
0, 29.7174, 25.5701, 897, 1.3125
0, 30.1347, 28.4542, 898, 1.25
0, 31.9073, 20.8183, 899, 1.0625
0, 33.1583, 26.4565, 900, 0.8125
0, 28.7701, 27.8229, 901, 1.125
0, 27.8441, 28.262, 902, 1.3125
0, 26.2471, 28.8483, 903, 1
0, 33.3335, 26.0312, 904, 1.0625
0, 33.7915, 22.8494, 905, 1.25
0, 31.1429, 26.8656, 906, 0.8125
0, 27.7971, 28.8087, 907, 0.75
0, 27.8093, 31.098, 908, 1.0625
0, 27.7055, 29.0437, 909, 1.4375
0, 31.5984, 27.5781, 910, 0.6875
0, 27.6436, 28.3088, 911, 1.1875
0, 31.4702, 27.5612, 912, 1.125
0, 29.3171, 27.0556, 913, 1.0625
0, 31.4586, 25.5497, 914, 0.9375
0, 32.3332, 28.1421, 915, 1.3125
0, 30.1775, 27.7824, 916, 1.1875
0, 32.374, 25.0525, 917, 1.5
0, 31.1117, 24.317, 918, 0.625
0, 33.1484, 24.7892, 919, 1.125
0, 32.1341, 25.3818, 920, 1.375
0, 32.6052, 24.1288, 921, 1.3125
0, 33.1104, 27.3688, 922, 1.5625
0, 29.5141, 24.2015, 923, 1.25
0, 35.3172, 23.7736, 924, 1.1875
0, 33.7752, 25.8901, 925, 0.8125
0, 32.4052, 26.0419, 926, 1.125
0, 36.07, 25.6775, 927, 0.875
0, 35.4344, 22.3004, 928, 1.75
0, 36.1051, 23.7356, 929, 1.375
0, 31.0373, 27.9272, 930, 1.0625
0, 30.6216, 25.2303, 931, 1.3125
0, 31.8561, 25.7616, 932, 1.75
0, 37.5824, 22.4113, 933, 1.5
0, 24.8464, 33.9571, 934, 1.0625
0, 34.8656, 25.4181, 935, 1.375
0, 33.1519, 22.4389, 936, 1.5625
0, 27.4899, 31.1356, 937, 1.5625
0, 31.5809, 26.7396, 938, 1.6875
0, 32.0282, 25.0165, 939, 1.1875
0, 31.6478, 28.1518, 940, 1.875
0, 31.3631, 26.7979, 941, 1.5
0, 35.1813, 25.015, 942, 1.9375
0, 33.52, 26.2857, 943, 0.875
0, 38.4156, 21.8916, 944, 1.3125
0, 28.8067, 31.9227, 945, 1.6875
0, 35.6289, 24.7794, 946, 1.25
0, 31.2865, 27.7338, 947, 2.0625
0, 28.7876, 30.0917, 948, 1.125
0, 30.3196, 26.1419, 949, 2.3125
0, 36.7596, 23.677, 950, 1.9375
0, 27.4246, 29.11, 951, 2.125
0, 29.5775, 29.1294, 952, 1.875
0, 29.7659, 30.6425, 953, 2.5625
0, 37.9172, 25.0446, 954, 1.875
0, 33.3053, 27.4616, 955, 2.8125
0, 34.5241, 27.5808, 956, 2.8125
0, 37.9612, 21.0011, 957, 1.9375
0, 32.0337, 31.3738, 958, 2.0625
0, 31.7793, 28.803, 959, 1.5625
0, 32.6729, 29.0552, 960, 1.5
0, 35.6254, 26.483, 961, 1.6875
0, 36.5061, 25.385, 962, 0.75
0, 28.877, 30.0777, 963, 0.9375
0, 33.5079, 27.5452, 964, 1.1875
0, 28.406, 32.8414, 965, 0.8125
0, 30.59, 30.472, 966, 0.8125
0, 33.488, 28.1938, 967, 0.875
0, 33.2877, 28.5513, 968, 1.0625
0, 29.9482, 31.2584, 969, 1.125
0, 38.4863, 22.2808, 970, 0.875
0, 32.2174, 31.1742, 971, 1.5
0, 34.4497, 29.2273, 972, 1.3125
0, 37.8423, 25.2414, 973, 1.375
0, 38.855, 26.1103, 974, 1
0, 33.9336, 28.1072, 975, 1.3125
0, 33.6451, 29.365, 976, 1.0625
0, 39.5354, 24.0219, 977, 0.875
0, 30.1225, 30.434, 978, 1.25
0, 35.3053, 26.5204, 979, 0.9375
0, 33.4013, 29.6364, 980, 1
0, 27.9458, 35.9701, 981, 0.875
0, 34.6486, 27.585, 982, 0.875
0, 31.9684, 29.7262, 983, 1.0625
0, 40.6702, 23.4837, 984, 0.75
0, 28.978, 32.3503, 985, 1.25
0, 37.8552, 24.8215, 986, 0.6875
0, 39.4377, 19.7596, 987, 0.8125
0, 38.6468, 25.1399, 988, 1
0, 41.8024, 19.9182, 989, 0.9375
0, 34.439, 23.8458, 990, 1.25
0, 24.8899, 35.3619, 991, 0.1875
1, 32.9599, 45.335, 603, 0.125
1, 33.0478, 41.6301, 605, 0.25
1, 34.6556, 45.59, 606, 0.0625
1, 40.8612, 34.6634, 607, 0.25
1, 31.798, 35.3584, 608, 0.1875
1, 22.1636, 49.6273, 609, 0.0625
1, 34.6164, 46.3796, 611, 0.1875
1, 57.7648, 22.2119, 613, 0.125
1, 45.1346, 26.0463, 615, 0.1875
1, 50.1461, 24.9369, 616, 0.3125
1, 25.0887, 48.8622, 617, 0.1875
1, 33.6812, 44.813, 618, 0.125
1, 41.4072, 32.6752, 619, 0.25
1, 20.6494, 65.5463, 620, 0.1875
1, 27.0651, 52.7974, 621, 0.125
1, 22.5335, 49.6002, 622, 0.3125
1, 12.0215, 72.8177, 623, 0.1875
1, 34.763, 38.7999, 624, 0.375
1, 32.3931, 48.0712, 625, 0.1875
1, 35.4952, 46.4866, 626, 0.1875
1, 55.1265, 14.2296, 627, 0.125
1, 33.9061, 47.6869, 629, 0.0625
1, 22.8533, 60.6253, 630, 0.25
1, 32.2117, 42.9793, 631, 0.1875
1, 30.8774, 37.8502, 632, 0.3125
1, 35.6012, 46.5542, 633, 0.125
1, 31.7327, 54.3819, 634, 0.1875
1, 52.0176, 20.8316, 635, 0.125
1, 31.955, 47.6102, 636, 0.0625
1, 30.6987, 48.0097, 637, 0.0625
1, 33.2754, 54.493, 638, 0.0625
1, 32.4346, 39.2525, 639, 0.0625
1, 27.2794, 54.3962, 640, 0.5
1, 24.5956, 38.5543, 641, 0.0625
1, 16.2382, 80.1624, 643, 0.125
1, 26.4484, 61.9382, 644, 0.0625
1, 29.6804, 49.7598, 645, 0.125
1, 30.2529, 61.4653, 646, 0.0625
1, 30.1843, 56.1825, 647, 0.25
1, 29.8902, 48.6222, 648, 0.1875
1, 33.7225, 53.8706, 649, 0.25
1, 30.8581, 53.612, 650, 0.375
1, 48.8304, 30.577, 651, 0.125
1, 32.2759, 48.5431, 652, 0.1875
1, 33.4255, 53.543, 653, 0.125
1, 44.3735, 38.2274, 654, 0.3125
1, 29.09, 54.5707, 655, 0.0625
1, 38.7153, 41.008, 656, 0.3125
1, 31.7257, 46.229, 657, 0.4375
1, 37.4723, 53.6494, 658, 0.4375
1, 30.5055, 56.2185, 659, 0.5
1, 36.6597, 51.1997, 660, 0.4375
1, 22.0292, 62.6668, 661, 0.4375
1, 18.9797, 75.1964, 662, 0.3125
1, 26.0382, 67.9268, 663, 0.3125
1, 44.2122, 35.7456, 664, 0.4375
1, 31.0224, 59.4779, 665, 0.25
1, 34.5021, 51.2921, 666, 0.1875
1, 27.4336, 61.3415, 667, 0.4375
1, 32.7128, 58.5821, 668, 0.5
1, 33.5558, 49.3458, 669, 0.625
1, 32.2031, 51.6118, 670, 0.375
1, 32.7087, 56.8401, 671, 0.375
1, 36.1057, 55.3615, 672, 0.3125
1, 20.1976, 74.7857, 673, 0.25
1, 35.5824, 52.7894, 674, 0.75
1, 28.2659, 61.7657, 675, 0.25
1, 16.8265, 93.6995, 676, 0.125
1, 38.287, 54.8654, 677, 0.4375
1, 24.7498, 61.027, 678, 0.6875
1, 31.2489, 61.7294, 679, 0.5625
1, 25.3792, 62.6713, 680, 0.5625
1, 51.3352, 27.6027, 681, 0.375
1, 27.8239, 73.5105, 682, 0.3125
1, 32.258, 54.1221, 683, 0.25
1, 34.5797, 58.1784, 684, 0.5625
1, 33.5067, 61.8406, 685, 0.3125
1, 31.8254, 65.422, 686, 0.5625
1, 28.5478, 64.3038, 687, 0.5625
1, 43.6389, 46.9578, 688, 0.3125
1, 54.539, 29.5581, 689, 0.4375
1, 31.3929, 59.6251, 690, 0.375
1, 33.6793, 62.1866, 691, 0.4375
1, 35.7321, 62.4721, 692, 0.75
1, 37.4852, 62.4534, 693, 0.3125
1, 25.4083, 67.5065, 694, 0.25
1, 38.295, 54.2532, 695, 0.375
1, 34.4616, 43.145, 696, 0.1875
1, 25.2365, 74.3648, 697, 0.5
1, 41.3492, 49.3027, 698, 0.8125
1, 32.4903, 58.7795, 699, 0.25
1, 35.4947, 56.9206, 700, 0.75
1, 25.7612, 79.2745, 701, 0.4375
1, 25.7469, 70.4203, 702, 0.6875
1, 36.8223, 54.4995, 703, 0.4375
1, 37.2096, 55.2875, 704, 0.625
1, 21.7298, 81.9084, 705, 0.8125
1, 30.1322, 62.5611, 706, 1
1, 42.6456, 45.5666, 707, 0.6875
1, 34.8898, 60.6689, 708, 0.75
1, 26.4331, 75.0038, 709, 0.5625
1, 36.573, 59.6565, 710, 0.875
1, 31.9519, 58.2962, 711, 0.6875
1, 28.2559, 59.2196, 712, 1
1, 40.3168, 51.07, 713, 0.75
1, 43.9031, 47.2062, 714, 0.5625
1, 44.2829, 45.4788, 715, 1.125
1, 42.4367, 48.0901, 716, 0.875
1, 30.8167, 66.0329, 717, 0.5
1, 44.7839, 49.7187, 718, 0.5625
1, 39.0178, 52.8269, 719, 0.8125
1, 28.5695, 69.631, 720, 0.4375
1, 40.0214, 54.1822, 721, 0.6875
1, 34.4627, 57.8584, 722, 0.8125
1, 24.2676, 75.581, 723, 0.375
1, 34.6025, 59.9544, 724, 0.8125
1, 37.927, 60.9385, 725, 0.4375
1, 35.7645, 59.6436, 726, 1
1, 46.1876, 48.6428, 727, 0.5625
1, 41.7202, 52.5829, 728, 0.6875
1, 36.5792, 54.7338, 729, 0.6875
1, 35.8356, 50.0572, 730, 0.6875
1, 40.0622, 51.2742, 731, 0.625
1, 43.669, 47.28, 732, 0.9375
1, 45.1395, 48.1925, 733, 0.625
1, 34.7355, 55.4622, 734, 0.625
1, 34.8611, 57.3846, 735, 1.0625
1, 34.1972, 61.4833, 736, 0.5625
1, 46.3354, 42.1262, 737, 0.75
1, 39.8233, 46.296, 738, 0.5625
1, 27.034, 61.7157, 739, 0.5625
1, 47.7596, 45.6886, 740, 0.75
1, 40.7365, 60.2443, 741, 0.625
1, 39.461, 52.2607, 742, 0.5625
1, 41.1096, 45.7604, 743, 0.6875
1, 48.5048, 41.1491, 744, 1
1, 43.4144, 53.3369, 745, 0.625
1, 52.0157, 42.3966, 746, 0.625
1, 42.4327, 47.8426, 747, 0.75
1, 39.9185, 45.6311, 748, 0.4375
1, 42.1263, 49.7627, 749, 0.875
1, 34.3503, 48.2743, 750, 0.875
1, 36.2276, 50.4662, 751, 0.625
1, 52.0677, 41.1386, 752, 1.125
1, 36.1345, 55.2438, 753, 0.75
1, 40.9114, 50.1176, 754, 0.5625
1, 34.8576, 54.6932, 755, 0.6875
1, 47.9999, 40.4327, 756, 0.875
1, 47.4795, 30.0682, 757, 0.4375
1, 46.6994, 42.8344, 758, 0.625
1, 42.1142, 46.1178, 759, 0.8125
1, 37.6063, 64.2072, 760, 0.6875
1, 45.4699, 39.4612, 761, 0.875
1, 31.6341, 51.3912, 762, 0.8125
1, 60.9257, 21.8969, 763, 0.375
1, 40.4477, 48.2344, 764, 0.5
1, 42.7577, 49.2221, 765, 0.9375
1, 42.3205, 47.0779, 766, 0.625
1, 47.9716, 36.8339, 767, 0.5625
1, 36.3832, 46.646, 768, 0.75
1, 35.1668, 48.4518, 769, 0.4375
1, 57.4894, 36.0533, 770, 0.5
1, 44.2382, 41.3482, 771, 0.8125
1, 40.6567, 46.5351, 772, 0.5625
1, 40.1579, 48.0246, 773, 0.9375
1, 33.4979, 55.2884, 774, 0.75
1, 39.4775, 50.7241, 775, 0.5
1, 47.5037, 33.5097, 776, 0.4375
1, 50.2713, 34.4606, 777, 0.625
1, 39.5182, 45.5347, 778, 0.5625
1, 35.4438, 45.5215, 779, 0.5625
1, 51.401, 37.435, 780, 0.75
1, 43.8734, 43.7657, 781, 1.25
1, 43.0481, 48.551, 782, 0.625
1, 40.3385, 38.4016, 783, 0.625
1, 35.7009, 49.7075, 784, 1
1, 44.0708, 49.5064, 785, 0.625
1, 49.7676, 36.6329, 786, 0.3125
1, 42.216, 50.6419, 787, 0.8125
1, 43.09, 41.1403, 788, 0.625
1, 36.5619, 53.8012, 789, 0.625
1, 42.5315, 49.2486, 790, 0.8125
1, 42.1545, 48.5804, 791, 0.6875
1, 44.8874, 45.0802, 792, 0.875
1, 38.2046, 47.9769, 793, 1.125
1, 34.6177, 54.697, 794, 0.75
1, 35.481, 56.4572, 795, 0.8125
1, 37.8015, 54.4865, 796, 0.6875
1, 35.6069, 40.6478, 797, 0.375
1, 49.0668, 39.7228, 798, 0.9375
1, 34.7154, 53.2027, 799, 0.5625
1, 37.955, 50.3325, 800, 0.875
1, 44.3631, 42.217, 801, 0.875
1, 54.2511, 37.831, 802, 0.375
1, 37.0755, 48.1134, 803, 0.625
1, 39.0662, 52.7164, 804, 0.75
1, 34.9264, 55.1375, 805, 0.5625
1, 39.9927, 49.5891, 806, 0.9375
1, 26.094, 51.579, 807, 0.8125
1, 36.4576, 60.7525, 808, 0.625
1, 48.8257, 40.7955, 809, 0.625
1, 40.2, 47.5594, 810, 0.75
1, 27.7853, 54.5517, 811, 0.8125
1, 42.762, 44.3078, 812, 0.4375
1, 47.1701, 42.0791, 813, 0.5625
1, 41.0962, 36.7198, 814, 0.875
1, 46.8097, 46.217, 815, 0.9375
1, 34.2279, 49.1563, 816, 0.6875
1, 31.3355, 49.8465, 817, 0.625
1, 46.471, 50.6736, 818, 0.4375
1, 45.8021, 43.6511, 819, 1
1, 45.0803, 43.304, 820, 0.6875
1, 39.6079, 50.2684, 821, 0.75
1, 40.6509, 50.2733, 822, 0.8125
1, 39.2298, 45.9473, 823, 0.5625
1, 29.9877, 55.7968, 824, 0.3125
1, 34.5045, 59.5669, 825, 0.8125
1, 41.827, 49.3663, 826, 0.75
1, 31.4923, 53.1191, 827, 0.4375
1, 49.3866, 44.5336, 828, 1.0625
1, 39.3911, 48.9187, 829, 0.9375
1, 39.5294, 51.2385, 830, 0.6875
1, 47.5378, 40.5697, 831, 0.9375
1, 40.4954, 45.9428, 832, 0.5
1, 50.4136, 46.8266, 833, 0.5
1, 30.6819, 65.1111, 834, 0.5625
1, 37.6967, 46.8611, 835, 0.625
1, 44.2482, 45.5849, 836, 0.8125
1, 48.966, 38.5923, 837, 0.4375
1, 41.3954, 48.3468, 838, 0.625
1, 40.1286, 48.7522, 839, 0.8125
1, 38.67, 56.5231, 840, 0.75
1, 38.4546, 49.9021, 841, 1
1, 51.5112, 43.5285, 842, 0.8125
1, 48.8613, 44.272, 843, 0.6875
1, 50.3301, 46.2443, 844, 0.625
1, 34.1693, 54.2259, 845, 0.75
1, 52.4344, 35.6381, 846, 0.5
1, 43.0499, 49.879, 847, 0.625
1, 43.1572, 46.3735, 848, 0.8125
1, 38.8038, 55.6455, 849, 0.75
1, 36.4092, 56.1168, 850, 1.0625
1, 50.5481, 37.3581, 851, 0.375
