row,col,cell,xcoord,ycoord,landtype,elevation,species,age,biomass,stems,slowGrowth,DBH,height,availableLight,light_rf,LeafArea,nitorgen_rf,droughtIndex,moisture_rf,degreeDay_rf,deadbole
0,0,0,3445993,5379484,1,730,fagusilv,110,3.9410,5,0,73.4521,33.6533,0.4934,0.8985,4.2815,0.0000,0.1573,0.6897,0.7295,21.0924
0,1,1,3446018,5379484,1,731,abiealba,0,0.0135,52,0,8.4691,7.7684,0.1727,0.0000,4.3748,0.0000,0.1132,0.0000,0.0000,28.9644
0,1,1,3446018,5379484,1,731,fagusilv,110,5.6281,2,0,86.7856,36.1143,0.6871,0.9638,4.3748,0.0000,0.1321,0.7481,0.7291,28.9644
0,1,1,3446018,5379484,1,731,fagusilv,0,0.0145,48,0,7.3126,6.8449,0.2804,0.0000,4.3748,0.0000,0.1321,0.0000,0.0000,28.9644
0,2,2,3446043,5379484,1,731,abiealba,10,0.0176,44,0,9.3005,8.3577,0.1262,0.3902,5.4043,0.0000,0.1011,0.7994,0.7572,23.4083
0,2,2,3446043,5379484,1,731,abiealba,0,0.0129,10,0,8.3141,7.6578,0.0727,0.0000,5.4043,0.0000,0.1011,0.0000,0.0000,23.4083
0,2,2,3446043,5379484,1,731,fagusilv,110,7.0514,2,0,96.7161,37.5935,0.6369,0.9518,5.4043,0.0000,0.1179,0.7790,0.7291,23.4083
0,2,2,3446043,5379484,1,731,fagusilv,10,0.0236,42,0,8.8783,7.9247,0.2164,0.6072,5.4043,0.0000,0.1179,0.7790,0.7291,23.4083
0,2,2,3446043,5379484,1,731,fagusilv,0,0.0137,11,0,7.1462,6.7282,0.0803,0.0000,5.4043,0.0000,0.1179,0.0000,0.0000,23.4083
0,3,3,3446068,5379484,1,728,abiealba,0,0.0132,34,0,8.3908,7.7126,0.1774,0.0000,4.0144,0.0000,0.1040,0.0000,0.0000,28.9484
0,3,3,3446068,5379484,1,728,fagusilv,110,6.7952,2,0,94.9961,37.3562,0.6456,0.9104,4.0144,0.0000,0.1214,0.7716,0.7303,28.9484
0,3,3,3446068,5379484,1,728,fagusilv,0,0.0141,32,0,7.2383,6.7929,0.2432,0.0000,4.0144,0.0000,0.1214,0.0000,0.0000,28.9484
0,4,4,3446093,5379484,1,723,fagusilv,110,6.6344,4,0,93.9028,37.2014,0.4240,0.8564,5.2004,0.0000,0.1274,0.7585,0.7324,18.8801
0,5,5,3446118,5379484,1,716,fagusilv,110,6.2518,4,0,91.2553,36.8135,0.4416,0.8686,4.9536,0.0000,0.1321,0.7482,0.7352,20.2497
0,6,6,3446143,5379484,1,710,fagusilv,110,6.5213,4,0,93.1271,37.0897,0.4291,0.8601,5.1276,0.0000,0.1319,0.7486,0.7376,18.8345
0,7,7,3446168,5379484,1,706,fagusilv,110,5.8627,4,0,88.4908,36.3878,0.4604,0.8804,4.7012,0.0000,0.1366,0.7380,0.7394,18.7478
0,8,8,3446193,5379484,1,702,fagusilv,110,6.3630,3,0,92.0319,36.9292,0.5369,0.9185,3.7691,0.0000,0.1380,0.7349,0.7412,22.1482
0,9,9,3446218,5379484,1,700,fagusilv,110,5.8911,4,0,88.6954,36.4201,0.4590,0.8796,4.7197,0.0000,0.1374,0.7363,0.7421,21.4124
0,10,10,3446243,5379484,1,701,fagusilv,110,6.8208,4,0,95.1692,37.3804,0.4157,0.8505,5.3202,0.0000,0.1248,0.7642,0.7416,18.8518
0,11,11,3446268,5379484,1,703,abiealba,0,0.0125,92,0,8.2243,7.5937,0.2173,0.0000,4.5104,0.0000,0.0951,0.0000,0.0000,38.0875
0,11,11,3446268,5379484,1,703,fagusilv,110,5.4763,1,0,85.6665,35.9301,0.8323,0.8390,4.5104,0.0000,0.1268,0.7599,0.7407,38.0875
0,11,11,3446268,5379484,1,703,fagusilv,0,0.0132,77,0,7.0382,6.6524,0.4686,0.0000,4.5104,0.0000,0.1268,0.0000,0.0000,38.0875
0,12,12,3446293,5379484,1,704,fagusilv,110,5.8461,4,0,88.3711,36.3689,0.4612,0.8810,4.6904,0.0000,0.1348,0.7421,0.7403,21.5771
0,13,13,3446318,5379484,1,704,fagusilv,110,4.9126,5,0,81.3841,35.1892,0.4313,0.8624,5.0969,0.0000,0.1368,0.7376,0.7403,20.2582
0,14,14,3446343,5379484,1,703,fagusilv,110,6.0970,4,0,90.1647,36.6481,0.4490,0.8733,4.8534,0.0000,0.1374,0.7362,0.7407,19.1058
0,15,15,3446368,5379484,1,702,fagusilv,110,6.1138,4,0,90.2833,36.6663,0.4482,0.8728,4.8642,0.0000,0.1375,0.7359,0.7412,21.6599
0,16,16,3446393,5379484,1,702,fagusilv,110,6.2156,4,0,91.0015,36.7753,0.4433,0.8697,4.9302,0.0000,0.1377,0.7355,0.7412,18.5499
0,17,17,3446418,5379484,1,701,abiealba,10,0.0180,13,0,9.3723,8.4082,0.1271,0.3279,4.3784,0.0000,0.0954,0.8119,0.7684,21.1510
0,17,17,3446418,5379484,1,701,fagusilv,110,6.5603,3,0,93.3953,37.1285,0.5285,0.9149,4.3784,0.0000,0.1272,0.7589,0.7416,21.1510
0,17,17,3446418,5379484,1,701,fagusilv,10,0.0225,6,0,8.7133,7.8123,0.1416,0.4211,4.3784,0.0000,0.1272,0.7589,0.7416,21.1510
0,18,18,3446443,5379484,1,697,fagusilv,110,6.3062,4,0,91.6361,36.8705,0.4390,0.8670,4.9888,0.0000,0.1284,0.7562,0.7434,18.6113
0,19,19,3446468,5379484,1,694,fagusilv,110,5.0093,4,0,82.1334,35.3230,0.5049,0.9046,4.1416,0.0000,0.1283,0.7565,0.7447,23.7851
0,20,20,3446493,5379484,1,692,abiealba,110,0.8764,21,0,42.8665,27.3339,0.3409,0.7836,6.5220,0.0000,0.1012,0.7990,0.7719,16.5610
0,21,21,3446518,5379484,1,688,abiealba,110,0.5262,38,0,34.6237,23.4453,0.2477,0.6424,8.4579,0.0000,0.1042,0.7924,0.7735,11.6432
0,22,22,3446543,5379484,1,684,fagusilv,110,6.6852,4,0,94.2496,37.2508,0.4217,0.8550,5.2331,0.0000,0.1338,0.7443,0.7491,18.4147
0,23,23,3446568,5379484,1,678,fagusilv,110,6.5756,3,0,93.5005,37.1437,0.5279,0.9146,3.8719,0.0000,0.1377,0.7355,0.7516,22.4120
0,24,24,3446593,5379484,1,671,abiealba,110,1.0505,19,0,46.3064,28.8317,0.3335,0.7540,6.6560,0.0000,0.1091,0.7814,0.7800,16.1068
0,25,25,3446618,5379484,1,664,abiealba,110,1.1172,19,0,47.5439,29.3536,0.3184,0.7584,6.9355,0.0000,0.1093,0.7807,0.7827,15.2681
0,26,26,3446643,5379484,1,658,fagusilv,110,6.7516,3,0,94.7010,37.3147,0.5205,0.8526,3.9568,0.0000,0.1393,0.7318,0.7601,24.2184
0,27,27,3446668,5379484,1,653,fagusilv,110,6.4973,4,0,92.9620,37.0657,0.4302,0.8607,5.1121,0.0000,0.1418,0.7261,0.7621,17.5527
0,28,28,3446693,5379484,1,651,abiealba,110,1.1587,18,0,48.2950,29.6661,0.3292,0.7709,6.7332,0.0000,0.1105,0.7781,0.7875,15.5715
0,29,29,3446718,5379484,1,652,fagusilv,110,6.3930,4,0,92.2404,36.9600,0.4350,0.8640,5.0449,0.0000,0.1418,0.7262,0.7626,19.0855
0,30,30,3446743,5379484,1,654,fagusilv,110,6.7723,3,0,94.8413,37.3345,0.5197,0.8523,3.9668,0.0000,0.1313,0.7498,0.7617,24.8060
0,31,31,3446768,5379484,1,656,fagusilv,110,7.2292,3,0,97.8944,37.7518,0.5012,0.9021,4.1863,0.0000,0.1321,0.7480,0.7609,21.6807
0,32,32,3446793,5379484,1,659,abiealba,0,0.0137,97,0,8.4996,7.7902,0.2320,0.0000,4.5391,0.0000,0.0968,0.0000,0.0000,31.1613
0,32,32,3446793,5379484,1,659,fagusilv,110,5.1746,2,0,83.3995,35.5451,0.7042,0.9674,4.5391,0.0000,0.1290,0.7549,0.7597,31.1613
0,33,33,3446818,5379484,1,661,fagusilv,110,7.0434,3,0,96.6632,37.5863,0.5086,0.8435,4.0972,0.0000,0.1256,0.7625,0.7588,25.0969
0,34,34,3446843,5379484,1,661,abiealba,0,0.0130,35,0,8.3565,7.6882,0.1589,0.0000,4.2479,0.0000,0.0958,0.0000,0.0000,30.1337
0,34,34,3446843,5379484,1,661,fagusilv,110,7.2798,2,0,98.2279,37.7960,0.6293,0.9499,4.2479,0.0000,0.1278,0.7577,0.7588,30.1337
0,34,34,3446843,5379484,1,661,fagusilv,0,0.0139,36,0,7.1862,6.7563,0.2228,0.0000,4.2479,0.0000,0.1278,0.0000,0.0000,30.1337
0,35,35,3446868,5379484,1,660,fagusilv,110,7.4380,3,0,99.2632,37.9315,0.4930,0.8980,4.2863,0.0000,0.1299,0.7530,0.7592,21.7686
0,36,36,3446893,5379484,1,657,fagusilv,110,7.7819,3,0,101.4827,38.2134,0.4798,0.8908,4.4505,0.0000,0.1320,0.7483,0.7605,23.2854
0,37,37,3446918,5379484,1,653,abiealba,0,0.0152,28,0,8.8362,8.0295,0.1603,0.0000,4.1578,0.0000,0.0989,0.0000,0.0000,25.2801
0,37,37,3446918,5379484,1,653,fagusilv,110,7.2664,2,0,98.1395,37.7843,0.6297,0.9499,4.1578,0.0000,0.1319,0.7486,0.7621,25.2801
0,37,37,3446918,5379484,1,653,fagusilv,0,0.0166,33,0,7.7284,7.1347,0.2225,0.0000,4.1578,0.0000,0.1319,0.0000,0.0000,25.2801
0,38,38,3446943,5379484,1,647,abiealba,0,0.0125,71,0,8.2241,7.5935,0.1922,0.0000,4.4230,0.0000,0.0996,0.0000,0.0000,28.7790
0,38,38,3446943,5379484,1,647,fagusilv,110,7.0851,2,0,96.9402,37.6239,0.6358,0.9050,4.4230,0.0000,0.1329,0.7464,0.7646,28.7790
0,39,39,3446968,5379484,1,640,fagusilv,110,7.7244,3,0,101.1145,38.1674,0.4820,0.8919,4.4231,0.0000,0.1365,0.7382,0.7674,21.1331
0,40,40,3446993,5379484,1,630,abiealba,0,0.0132,71,0,8.3842,7.7079,0.2273,0.0000,4.1216,0.0000,0.1021,0.0000,0.0000,34.8408
0,40,40,3446993,5379484,1,630,fagusilv,110,7.3372,1,0,98.6044,37.8456,0.7921,0.9492,4.1216,0.0000,0.1362,0.7390,0.7714,34.8408
0,40,40,3446993,5379484,1,630,fagusilv,0,0.0140,59,0,7.2218,6.7813,0.4198,0.0000,4.1216,0.0000,0.1362,0.0000,0.0000,34.8408
0,41,41,3447018,5379484,1,627,abiealba,110,0.7884,21,0,40.9907,26.4870,0.3666,0.6817,6.0823,0.0000,0.1058,0.7888,0.7962,17.2421
0,42,42,3447043,5379484,1,626,abiealba,0,0.0130,55,0,8.3536,7.6861,0.1800,0.0000,4.3220,0.0000,0.1099,0.0000,0.0000,32.3436
0,42,42,3447043,5379484,1,626,fagusilv,110,5.3066,2,0,84.3981,35.7167,0.6992,0.9663,4.3220,0.0000,0.1465,0.7153,0.7730,32.3436
0,42,42,3447043,5379484,1,626,fagusilv,0,0.0138,50,0,7.1760,6.7491,0.2953,0.0000,4.3220,0.0000,0.1465,0.0000,0.0000,32.3436
0,43,43,3447068,5379484,1,624,abiealba,0,0.0128,37,0,8.3084,7.6538,0.1729,0.0000,4.1058,0.0000,0.1080,0.0000,0.0000,28.8409
0,43,43,3447068,5379484,1,624,fagusilv,110,6.9842,2,0,96.2677,37.5324,0.6392,0.8447,4.1058,0.0000,0.1440,0.7212,0.7739,28.8409
0,43,43,3447068,5379484,1,624,fagusilv,0,0.0136,31,0,7.1393,6.7234,0.2370,0.0000,4.1058,0.0000,0.1440,0.0000,0.0000,28.8409
0,44,44,3447093,5379484,1,624,fagusilv,110,7.0542,3,0,96.7346,37.5960,0.5082,0.9051,4.1023,0.0000,0.1479,0.7120,0.7739,22.9388
0,45,45,3447118,5379484,1,624,abiealba,0,0.0126,57,0,8.2524,7.6138,0.2221,0.0000,3.9171,0.0000,0.1096,0.0000,0.0000,34.3142
0,45,45,3447118,5379484,1,624,fagusilv,110,7.1451,1,0,97.3389,37.6776,0.7961,0.9818,3.9171,0.0000,0.1461,0.7163,0.7739,34.3142
