row,col,cell,xcoord,ycoord,landtype,elevation,species,age,biomass,stems,slowGrowth,DBH,height,availableLight,light_rf,LeafArea,nitorgen_rf,droughtIndex,moisture_rf,degreeDay_rf,deadbole
0,0,0,3445993,5379484,1,730,abiealba,40,0.0393,83,0,12.4968,10.5615,0.0533,0.1199,8.3868,0.0000,0.0501,0.9060,0.7315,9.2350
0,0,0,3445993,5379484,1,730,fagusilv,40,0.1106,69,0,16.4000,12.7010,0.4667,0.8818,8.3868,0.0000,0.0501,0.9126,0.7005,9.2350
0,1,1,3446018,5379484,1,731,fagusilv,180,17.6560,1,0,154.4261,42.4293,0.6067,0.9401,3.0286,0.0000,0.0000,1.0000,0.7002,16.8819
0,2,2,3446043,5379484,1,731,fagusilv,180,18.0694,1,0,156.3590,42.5188,0.6003,0.9378,3.7769,0.0000,0.0000,1.0000,0.7002,7.1230
0,2,2,3446043,5379484,1,731,fagusilv,30,0.0774,13,0,14.2294,11.3896,0.1902,0.5322,3.7769,0.0000,0.0000,1.0000,0.7002,7.1230
0,3,3,3446068,5379484,1,728,fagusilv,180,18.0030,1,0,156.0497,42.5047,0.6013,0.9382,3.4182,0.0000,0.0000,1.0000,0.7013,5.3307
0,3,3,3446068,5379484,1,728,fagusilv,50,0.2350,3,0,22.1705,15.9440,0.2025,0.5355,3.4182,0.0000,0.0000,1.0000,0.7013,5.3307
0,4,4,3446093,5379484,1,723,fagusilv,180,18.0542,1,0,156.2883,42.5156,0.6005,0.9380,3.6003,0.0000,0.0000,1.0000,0.7031,5.7541
0,4,4,3446093,5379484,1,723,fagusilv,60,0.2842,4,0,23.9388,16.8709,0.1960,0.5275,3.6003,0.0000,0.0000,1.0000,0.7031,5.7541
0,5,5,3446118,5379484,1,716,fagusilv,180,18.1058,1,0,156.5287,42.5265,0.5997,0.9377,3.0991,0.0000,0.0000,1.0000,0.7057,9.6546
