row,col,cell,xcoord,ycoord,landtype,elevation,species,age,biomass,stems,slowGrowth,DBH,height,availableLight,light_rf,LeafArea,nitorgen_rf,droughtIndex,moisture_rf,degreeDay_rf,deadbole
0,0,0,3445993,5379484,1,730,abiealba,20,0.0259,96,0,10.7105,9.3417,0.1511,0.4423,6.4267,0.0000,0.1303,0.7312,0.6491,17.7355
0,0,0,3445993,5379484,1,730,abiealba,10,0.0135,10,3,8.4679,7.7676,0.0437,0.0683,6.4267,0.0000,0.1303,0.7312,0.6491,17.7355
0,0,0,3445993,5379484,1,730,fagusilv,20,0.0363,84,0,10.5350,9.0339,0.6459,0.9524,6.4267,0.0000,0.1303,0.7521,0.6086,17.7355
0,0,0,3445993,5379484,1,730,fagusilv,10,0.0148,6,2,7.3810,6.8927,0.0471,0.0843,6.4267,0.0000,0.1303,0.7521,0.6086,17.7355
0,1,1,3446018,5379484,1,731,fagusilv,160,15.2975,2,0,143.0818,41.8349,0.4157,0.8409,5.3204,0.0000,0.0404,0.9303,0.6080,5.5813
0,2,2,3446043,5379484,1,731,abiealba,10,0.0205,28,0,9.8323,8.7310,0.1733,0.4949,4.1911,0.0000,0.0111,0.9799,0.6486,13.7427
0,2,2,3446043,5379484,1,731,piceabie,10,0.0137,4,0,8.5048,7.7810,0.1272,0.1681,4.1911,0.0000,0.0111,0.9718,0.7502,13.7427
0,2,2,3446043,5379484,1,731,fagusilv,160,15.9571,1,0,146.3126,42.0169,0.6339,0.9481,4.1911,0.0000,0.0111,0.9813,0.6080,13.7427
0,2,2,3446043,5379484,1,731,fagusilv,10,0.0260,18,0,9.2340,8.1657,0.2331,0.6169,4.1911,0.0000,0.0111,0.9813,0.6080,13.7427
0,3,3,3446068,5379484,1,728,abiealba,30,0.0403,25,0,12.6105,10.6382,0.1083,0.3172,5.5120,0.0000,0.0258,0.9527,0.6501,7.8617
0,3,3,3446068,5379484,1,728,abiealba,20,0.0194,4,0,9.6426,8.5981,0.0662,0.1549,5.5120,0.0000,0.0258,0.9527,0.6501,7.8617
0,3,3,3446068,5379484,1,728,fagusilv,160,15.8068,1,0,145.5805,41.9766,0.6363,0.9489,5.5120,0.0000,0.0258,0.9559,0.6097,7.8617
0,3,3,3446068,5379484,1,728,fagusilv,30,0.0833,24,0,14.6506,11.6482,0.2042,0.5630,5.5120,0.0000,0.0258,0.9559,0.6097,7.8617
0,3,3,3446068,5379484,1,728,fagusilv,20,0.0255,7,0,9.1526,8.1107,0.0716,0.1843,5.5120,0.0000,0.0258,0.9559,0.6097,7.8617
0,4,4,3446093,5379484,1,723,abiealba,40,0.0309,14,0,11.4244,9.8328,0.0969,0.2693,5.0375,0.0000,0.0391,0.9276,0.6527,8.3465
0,4,4,3446093,5379484,1,723,fagusilv,160,15.9083,1,0,146.0750,42.0039,0.6347,0.9484,5.0375,0.0000,0.0391,0.9326,0.6126,8.3465
0,4,4,3446093,5379484,1,723,fagusilv,40,0.1037,27,0,15.9808,12.4518,0.1895,0.5321,5.0375,0.0000,0.0391,0.9326,0.6126,8.3465
0,5,5,3446118,5379484,1,716,fagusilv,160,15.9051,2,0,146.0592,42.0030,0.4029,0.8302,5.5100,0.0000,0.0360,0.9380,0.6165,4.4813
0,6,6,3446143,5379484,1,710,abiealba,30,0.0382,18,0,12.3642,10.4720,0.1392,0.3817,5.1241,0.0000,0.0363,0.9330,0.6592,9.4172
0,6,6,3446143,5379484,1,710,abiealba,20,0.0219,7,0,10.0751,8.9006,0.0855,0.2124,5.1241,0.0000,0.0363,0.9330,0.6592,9.4172
0,6,6,3446143,5379484,1,710,piceabie,30,0.0156,2,13,8.9123,8.0693,0.0785,0.0212,5.1241,0.0000,0.0363,0.9048,0.7578,9.4172
0,6,6,3446143,5379484,1,710,fagusilv,160,15.6469,1,0,144.7991,41.9330,0.6390,0.9497,5.1241,0.0000,0.0363,0.9376,0.6198,9.4172
0,6,6,3446143,5379484,1,710,fagusilv,30,0.0733,19,0,13.9254,11.2017,0.2195,0.5836,5.1241,0.0000,0.0363,0.9376,0.6198,9.4172
0,6,6,3446143,5379484,1,710,fagusilv,20,0.0302,13,0,9.7895,8.5389,0.1002,0.2643,5.1241,0.0000,0.0363,0.9376,0.6198,9.4172
0,7,7,3446168,5379484,1,706,abiealba,0,0.0154,32,0,8.8643,8.0493,0.1822,0.0000,4.3405,0.0000,0.0428,0.0000,0.0000,14.3846
0,7,7,3446168,5379484,1,706,piceabie,0,0.0132,15,0,8.3850,7.6959,0.1290,0.0000,4.3405,0.0000,0.0428,0.0000,0.0000,14.3846
0,7,7,3446168,5379484,1,706,fagusilv,160,15.5232,1,0,144.1927,41.8987,0.6410,0.9503,4.3405,0.0000,0.0428,0.9259,0.6221,14.3846
0,7,7,3446168,5379484,1,706,fagusilv,0,0.0167,23,0,7.7390,7.1420,0.2421,0.0000,4.3405,0.0000,0.0428,0.0000,0.0000,14.3846
0,8,8,3446193,5379484,1,702,abiealba,10,0.0195,33,0,9.6572,8.6084,0.1562,0.4547,4.4803,0.0000,0.0344,0.9366,0.6632,12.3222
